,0,1,2,3,4
1920-1929,21,31,3,19,32
1930-1939,15,80,1,20,35
1940-1949,129,289,29,133,188
1950-1959,108,270,40,157,223
1960-1969,849,456,75,1306,996
1970-1979,2214,298,59,3075,2318
1980-1989,2827,120,22,2864,2594
1990-1999,3735,48,16,2600,2991
2000-2009,5113,16,4,2508,2797
2010-2019,4117,5,1,1992,2026
2020-2029,60,0,0,32,26
Total,19188,1613,250,14706,14226
