,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.029,0.06,0.034,0.024,0.026,0.039,0.045,0.037,0.033,0.028,0.048,0.16,0.092,0.032,0.035,0.095,0.018,0.047,0.035,0.082
1930-1939,0.032,0.055,0.037,0.027,0.026,0.039,0.047,0.039,0.032,0.03,0.05,0.128,0.084,0.031,0.038,0.091,0.019,0.046,0.037,0.11
1940-1949,0.032,0.05,0.042,0.028,0.03,0.044,0.048,0.04,0.032,0.031,0.051,0.116,0.08,0.038,0.038,0.082,0.021,0.049,0.042,0.106
1950-1959,0.037,0.054,0.047,0.036,0.032,0.052,0.05,0.045,0.035,0.035,0.059,0.09,0.076,0.037,0.043,0.079,0.022,0.048,0.041,0.085
1960-1969,0.041,0.049,0.049,0.049,0.048,0.05,0.051,0.047,0.04,0.039,0.069,0.061,0.06,0.046,0.047,0.068,0.029,0.05,0.05,0.06
1970-1979,0.048,0.048,0.049,0.061,0.058,0.053,0.048,0.049,0.053,0.043,0.055,0.041,0.045,0.053,0.053,0.055,0.04,0.052,0.054,0.043
1980-1989,0.055,0.047,0.05,0.064,0.057,0.056,0.047,0.047,0.058,0.05,0.047,0.032,0.04,0.059,0.056,0.042,0.05,0.052,0.051,0.039
1990-1999,0.058,0.046,0.053,0.06,0.057,0.059,0.044,0.046,0.061,0.059,0.041,0.023,0.036,0.056,0.067,0.046,0.058,0.051,0.048,0.028
2000-2009,0.063,0.045,0.058,0.059,0.058,0.054,0.042,0.049,0.057,0.068,0.034,0.02,0.034,0.048,0.067,0.033,0.092,0.048,0.045,0.025
2010-2019,0.056,0.046,0.057,0.054,0.057,0.052,0.042,0.053,0.054,0.074,0.034,0.019,0.029,0.052,0.065,0.027,0.108,0.045,0.049,0.027
2020-2029,0.041,0.034,0.066,0.04,0.071,0.046,0.051,0.052,0.055,0.092,0.03,0.023,0.024,0.059,0.046,0.025,0.124,0.051,0.047,0.025
Total,0.045,0.048,0.049,0.046,0.047,0.049,0.047,0.046,0.046,0.05,0.047,0.065,0.055,0.047,0.05,0.058,0.053,0.049,0.045,0.057
