,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.16,0.047,0.018,0.045,0.024,0.035,0.082,0.095,0.039,0.026,0.028,0.029,0.033,0.048,0.092,0.037,0.034,0.035,0.032,0.06
1930-1939,0.128,0.046,0.019,0.047,0.027,0.038,0.11,0.091,0.039,0.026,0.03,0.032,0.032,0.05,0.084,0.039,0.037,0.037,0.031,0.055
1940-1949,0.116,0.049,0.021,0.048,0.028,0.038,0.106,0.082,0.044,0.03,0.031,0.032,0.032,0.051,0.08,0.04,0.042,0.042,0.038,0.05
1950-1959,0.09,0.048,0.022,0.05,0.036,0.043,0.085,0.079,0.052,0.032,0.035,0.037,0.035,0.059,0.076,0.045,0.047,0.041,0.037,0.054
1960-1969,0.061,0.05,0.029,0.051,0.049,0.047,0.06,0.068,0.05,0.048,0.039,0.041,0.04,0.069,0.06,0.047,0.049,0.05,0.046,0.049
1970-1979,0.041,0.052,0.04,0.048,0.061,0.053,0.043,0.055,0.053,0.058,0.043,0.048,0.053,0.055,0.045,0.049,0.049,0.054,0.053,0.048
1980-1989,0.032,0.052,0.05,0.047,0.064,0.056,0.039,0.042,0.056,0.057,0.05,0.055,0.058,0.047,0.04,0.047,0.05,0.051,0.059,0.047
1990-1999,0.023,0.051,0.058,0.044,0.06,0.067,0.028,0.046,0.059,0.057,0.059,0.058,0.061,0.041,0.036,0.046,0.053,0.048,0.056,0.046
2000-2009,0.02,0.048,0.092,0.042,0.059,0.067,0.025,0.033,0.054,0.058,0.068,0.063,0.057,0.034,0.034,0.049,0.058,0.045,0.048,0.045
2010-2019,0.019,0.045,0.108,0.042,0.054,0.065,0.027,0.027,0.052,0.057,0.074,0.056,0.054,0.034,0.029,0.053,0.057,0.049,0.052,0.046
2020-2029,0.023,0.051,0.124,0.051,0.04,0.046,0.025,0.025,0.046,0.071,0.092,0.041,0.055,0.03,0.024,0.052,0.066,0.047,0.059,0.034
Total,0.055,0.049,0.052,0.046,0.051,0.054,0.052,0.056,0.051,0.049,0.049,0.048,0.049,0.048,0.051,0.046,0.049,0.047,0.048,0.049
