,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,,,,,,,,,,
1960-1969,0.01,0.014,0.135,0.3,0.188,0.048,0.101,0.029,0.106,0.068
1970-1979,0.012,0.009,0.164,0.152,0.164,0.122,0.208,0.018,0.06,0.092
1980-1989,0.051,0.025,0.196,0.118,0.149,0.133,0.168,0.021,0.053,0.086
1990-1999,0.189,0.103,0.086,0.089,0.062,0.096,0.079,0.089,0.082,0.124
2000-2009,0.247,0.269,0.018,0.032,0.041,0.073,0.0,0.142,0.132,0.046
2010-2019,0.355,0.312,0.0,0.013,0.028,0.026,0.003,0.1,0.095,0.069
2020-2029,0.333,0.333,0.0,0.083,0.083,0.0,0.0,0.083,0.0,0.083
Total,0.15,0.133,0.075,0.098,0.089,0.062,0.07,0.06,0.191,0.071
