,0,1,2,3,4,5,6,7,8,9
1920-1929,0.697,0.085,0.0,0.0,0.0,0.043,0.0,0.0,0.159,0.013
1930-1939,0.645,0.103,0.0,0.001,0.0,0.047,0.001,0.0,0.187,0.016
1940-1949,0.674,0.082,0.0,0.0,0.0,0.052,0.001,0.0,0.182,0.008
1950-1959,0.553,0.103,0.0,0.0,0.0,0.098,0.001,0.001,0.231,0.012
1960-1969,0.478,0.09,0.0,0.0,0.0,0.16,0.0,0.0,0.257,0.015
1970-1979,0.454,0.074,0.0,0.001,0.0,0.164,0.002,0.001,0.289,0.016
1980-1989,0.446,0.088,0.001,0.0,0.003,0.192,0.001,0.0,0.247,0.022
1990-1999,0.35,0.086,0.0,0.0,0.0,0.211,0.005,0.0,0.326,0.022
2000-2009,0.409,0.134,0.004,0.0,0.0,0.208,0.007,0.004,0.23,0.004
2010-2019,0.449,0.063,0.0,0.0,0.0,0.165,0.0,0.0,0.307,0.016
2020-2029,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.667,0.0
Total,0.573,0.091,0.0,0.0,0.0,0.101,0.001,0.0,0.219,0.014
