,0,1,2,3,4,5,6,7,8,9
1920-1929,0.556,0.194,0.0,0.0,0.0,0.083,0.0,0.0,0.167,0.0
1930-1939,0.594,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.156,0.0
1940-1949,0.714,0.102,0.0,0.0,0.0,0.102,0.0,0.0,0.082,0.0
1950-1959,0.522,0.139,0.0,0.0,0.0,0.114,0.0,0.005,0.204,0.015
1960-1969,0.401,0.099,0.0,0.0,0.0,0.209,0.0,0.003,0.277,0.011
1970-1979,0.354,0.099,0.0,0.0,0.004,0.215,0.0,0.0,0.299,0.029
1980-1989,0.413,0.089,0.0,0.0,0.0,0.201,0.003,0.0,0.29,0.003
1990-1999,0.393,0.069,0.0,0.004,0.004,0.265,0.007,0.0,0.24,0.018
2000-2009,0.431,0.071,0.0,0.004,0.009,0.227,0.004,0.0,0.227,0.027
2010-2019,0.405,0.076,0.0,0.0,0.0,0.228,0.0,0.0,0.266,0.025
2020-2029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.427,0.095,0.0,0.001,0.002,0.203,0.002,0.001,0.253,0.016
