,0,1,2,3,4,5,6,7,8,9
1920-1929,0.013,0.0,0.085,0.697,0.043,0.159,0.0,0.0,0.0,0.0
1930-1939,0.016,0.0,0.103,0.645,0.047,0.187,0.0,0.001,0.0,0.001
1940-1949,0.008,0.0,0.082,0.674,0.052,0.182,0.0,0.0,0.0,0.001
1950-1959,0.012,0.0,0.103,0.553,0.098,0.231,0.001,0.0,0.0,0.001
1960-1969,0.015,0.0,0.09,0.478,0.16,0.257,0.0,0.0,0.0,0.0
1970-1979,0.016,0.0,0.074,0.454,0.164,0.289,0.001,0.001,0.0,0.002
1980-1989,0.022,0.003,0.088,0.446,0.192,0.247,0.0,0.0,0.001,0.001
1990-1999,0.022,0.0,0.086,0.35,0.211,0.326,0.0,0.0,0.0,0.005
2000-2009,0.004,0.0,0.134,0.409,0.208,0.23,0.004,0.0,0.004,0.007
2010-2019,0.016,0.0,0.063,0.449,0.165,0.307,0.0,0.0,0.0,0.0
2020-2029,0.0,0.0,0.0,0.0,0.333,0.667,0.0,0.0,0.0,0.0
Total,0.013,0.0,0.083,0.468,0.152,0.28,0.001,0.0,0.001,0.002
