,0,1,2,3,4,5,6,7,8,9
1920-1929,3,2,1,0,1,0,0,0,0,0
1930-1939,1,2,0,1,0,0,0,5,0,6
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,4,3,3,0,4,3,5,4,1,0
1960-1969,242,131,202,183,221,125,391,262,179,361
1970-1979,353,191,340,408,436,258,581,443,495,432
1980-1989,444,206,386,442,374,322,464,471,592,403
1990-1999,468,358,483,385,338,374,361,422,397,395
2000-2009,367,383,326,210,396,358,199,255,159,203
2010-2019,276,432,316,283,189,580,195,241,189,205
2020-2029,9,13,5,4,5,10,3,1,7,4
Total,2167,1721,2062,1916,1964,2030,2199,2104,2019,2009
