,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,,,,,,,,,,
1960-1969,0.17,0.038,0.038,0.208,0.17,0.019,0.075,0.019,0.019,0.245
1970-1979,0.079,0.05,0.103,0.135,0.096,0.055,0.122,0.106,0.147,0.107
1980-1989,0.094,0.045,0.093,0.117,0.125,0.055,0.12,0.097,0.156,0.097
1990-1999,0.118,0.097,0.11,0.106,0.097,0.102,0.094,0.088,0.095,0.092
2000-2009,0.117,0.153,0.114,0.114,0.104,0.117,0.082,0.07,0.06,0.069
2010-2019,0.088,0.213,0.125,0.092,0.088,0.142,0.061,0.054,0.073,0.063
2020-2029,0.031,0.215,0.062,0.077,0.215,0.169,0.031,0.046,0.062,0.092
Total,0.1,0.114,0.109,0.112,0.103,0.096,0.094,0.082,0.104,0.086
