,0,1,2,3,4,5,6,7,8,9
1920-1929,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,1,4,4,1,6,5,1,2,2,6
1960-1969,189,77,124,143,274,77,256,110,101,242
1970-1979,265,156,276,299,366,190,424,304,325,398
1980-1989,317,163,329,343,270,190,279,365,425,348
1990-1999,263,161,241,222,163,196,200,160,226,206
2000-2009,221,342,213,166,174,260,145,154,122,164
2010-2019,86,231,104,85,104,150,63,57,58,79
2020-2029,6,7,8,2,17,2,3,4,4,3
Total,1348,1141,1299,1261,1374,1070,1371,1156,1263,1446
