,0,1,2,3,4,5,6,7,8,9
1920-1929,0.143,0.286,0.0,0.0,0.143,0.0,0.429,0.0,0.0,0.0
1930-1939,0.0,0.133,0.0,0.4,0.0,0.0,0.067,0.333,0.067,0.0
1940-1949,,,,,,,,,,
1950-1959,0.111,0.111,0.111,0.0,0.148,0.037,0.148,0.148,0.0,0.185
1960-1969,0.088,0.057,0.054,0.157,0.096,0.078,0.105,0.114,0.08,0.17
1970-1979,0.086,0.049,0.066,0.11,0.111,0.126,0.09,0.113,0.104,0.148
1980-1989,0.094,0.05,0.078,0.098,0.091,0.144,0.108,0.115,0.108,0.113
1990-1999,0.121,0.09,0.094,0.099,0.085,0.1,0.118,0.106,0.097,0.091
2000-2009,0.114,0.134,0.125,0.071,0.139,0.056,0.129,0.089,0.074,0.07
2010-2019,0.109,0.149,0.2,0.071,0.065,0.065,0.095,0.083,0.097,0.067
2020-2029,0.082,0.213,0.164,0.066,0.082,0.115,0.148,0.016,0.066,0.049
Total,0.095,0.127,0.089,0.107,0.096,0.072,0.144,0.112,0.069,0.089
