,0,1,2,3,4,5,6,7,8,9
1920-1929,2,0,0,0,0,0,0,3,0,4
1930-1939,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,5,0,0,1,2,4,1,3,0,2
1960-1969,72,55,67,71,83,77,179,92,65,195
1970-1979,198,114,227,188,223,112,317,214,256,255
1980-1989,258,172,314,340,229,227,322,344,509,316
1990-1999,147,174,201,194,175,141,162,178,134,236
2000-2009,123,202,107,100,145,145,106,84,80,109
2010-2019,143,282,135,86,117,260,97,109,80,114
2020-2029,1,4,1,12,0,1,6,2,4,4
Total,949,1003,1052,992,974,967,1190,1029,1128,1235
