,0,1,2,3,4
1920-1929,8587,7099,25734,6149,44960
1930-1939,9632,8566,33638,6736,41594
1940-1949,13236,10987,38291,10284,45213
1950-1959,15416,12605,34361,11942,35929
1960-1969,29171,26779,43971,34412,44636
1970-1979,44196,43615,37351,56743,39202
1980-1989,48534,48567,29417,52373,26714
1990-1999,52142,61832,23428,49015,22160
2000-2009,51971,78213,20057,54911,17925
2010-2019,40767,60330,15780,42803,11755
2020-2029,476,882,204,715,203
Total,314128,359475,302232,326083,330291
