,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,9300,2805,1059,2596,1330,2030,5021,5610,2292,1554,1621,1781,2079,2924,5372,2287,2001,2032,1842,3380
1930-1939,9493,3534,1450,3557,2036,2827,8695,6931,2855,1988,2271,2470,2495,3860,6405,2936,2831,2806,2306,4054
1940-1949,8821,3714,1581,3569,2175,2757,8293,5938,3294,2279,2295,2317,2437,3798,5902,2963,3142,3132,2832,3874
1950-1959,6529,3660,1598,3731,2736,3120,6641,5903,3846,2375,2714,2831,2609,4383,5642,3366,3614,3150,2840,4015
1960-1969,7284,5718,3391,5993,5618,5325,7252,7602,5821,5715,4601,4787,4756,7623,6729,5440,5689,5650,5229,5654
1970-1979,5823,7383,5434,6549,8424,7115,6004,7334,7399,7881,6133,6508,7197,7586,6030,6680,6572,7293,7445,6606
1980-1989,3422,5354,4878,4973,6868,5659,4313,4096,5629,5843,5275,5569,5739,5067,4144,5035,4932,5520,6457,5034
1990-1999,2291,4784,5397,4134,5601,6488,2726,4298,5853,5394,5799,5567,5650,3937,3459,4305,4994,4639,5627,4791
2000-2009,2035,4655,8959,4277,5875,6315,2596,2966,5152,5963,6731,6327,5429,3361,3351,4809,5670,4526,4752,4526
2010-2019,1564,3564,8688,3405,4271,5077,2134,2112,4009,4577,5948,4458,4314,2698,2317,4069,4298,4067,4391,3677
2020-2029,32,51,165,73,44,50,32,23,43,66,143,59,66,45,28,68,76,60,76,43
Total,56594,45222,42600,42857,44978,46763,53707,52813,46193,43635,43531,42674,42771,45282,49379,41958,43819,42875,43797,45654
