,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.027,0.06,0.027,0.06,0.036,0.017,0.036,0.029,0.035,0.015,0.108,0.123,0.099,0.022,0.032,0.082,0.028,0.04,0.044,0.082
1930-1939,0.028,0.059,0.029,0.042,0.023,0.022,0.02,0.044,0.038,0.034,0.086,0.093,0.116,0.03,0.023,0.075,0.025,0.042,0.037,0.134
1940-1949,0.035,0.045,0.061,0.018,0.032,0.045,0.046,0.044,0.045,0.032,0.047,0.115,0.105,0.049,0.039,0.056,0.03,0.05,0.041,0.065
1950-1959,0.042,0.048,0.04,0.048,0.032,0.05,0.051,0.057,0.041,0.033,0.07,0.089,0.073,0.036,0.037,0.065,0.024,0.044,0.043,0.075
1960-1969,0.041,0.043,0.046,0.06,0.046,0.052,0.052,0.055,0.038,0.036,0.087,0.054,0.055,0.049,0.048,0.06,0.03,0.046,0.057,0.047
1970-1979,0.047,0.045,0.045,0.073,0.062,0.05,0.047,0.053,0.052,0.043,0.06,0.034,0.038,0.055,0.05,0.054,0.046,0.049,0.058,0.039
1980-1989,0.058,0.038,0.047,0.067,0.059,0.056,0.047,0.046,0.062,0.051,0.047,0.03,0.039,0.06,0.056,0.038,0.059,0.052,0.051,0.036
1990-1999,0.059,0.041,0.052,0.065,0.06,0.055,0.045,0.047,0.061,0.06,0.044,0.024,0.034,0.054,0.065,0.042,0.061,0.054,0.049,0.027
2000-2009,0.061,0.042,0.055,0.064,0.059,0.055,0.041,0.05,0.055,0.068,0.035,0.02,0.031,0.049,0.067,0.03,0.102,0.049,0.046,0.022
2010-2019,0.054,0.041,0.053,0.06,0.062,0.051,0.041,0.057,0.055,0.073,0.034,0.018,0.028,0.049,0.063,0.024,0.117,0.046,0.048,0.025
2020-2029,0.024,0.02,0.05,0.05,0.136,0.052,0.042,0.05,0.05,0.079,0.017,0.018,0.024,0.041,0.061,0.013,0.122,0.05,0.07,0.033
Total,0.043,0.044,0.046,0.055,0.055,0.046,0.043,0.048,0.048,0.048,0.058,0.056,0.059,0.045,0.049,0.049,0.059,0.047,0.049,0.053
