,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.062,0.08,0.286,0.089,0.036,0.071,0.071,0.089,0.196,0.018
1960-1969,0.049,0.054,0.119,0.074,0.091,0.108,0.05,0.073,0.281,0.101
1970-1979,0.082,0.061,0.132,0.105,0.111,0.105,0.05,0.069,0.157,0.127
1980-1989,0.127,0.064,0.108,0.115,0.133,0.108,0.051,0.083,0.1,0.111
1990-1999,0.095,0.097,0.102,0.119,0.098,0.097,0.097,0.115,0.074,0.107
2000-2009,0.063,0.141,0.086,0.092,0.058,0.084,0.164,0.161,0.065,0.087
2010-2019,0.076,0.173,0.077,0.068,0.055,0.075,0.222,0.122,0.037,0.094
2020-2029,0.056,0.065,0.14,0.172,0.088,0.033,0.27,0.074,0.037,0.065
Total,0.087,0.088,0.109,0.101,0.098,0.099,0.09,0.099,0.121,0.107
