,0,1,2,3,4,5,6,7,8,9
1920-1929,0.001,0.206,0.0,0.26,0.005,0.0,0.001,0.47,0.056,0.001
1930-1939,0.001,0.213,0.0,0.272,0.008,0.0,0.0,0.452,0.053,0.0
1940-1949,0.001,0.186,0.001,0.258,0.003,0.0,0.0,0.494,0.057,0.0
1950-1959,0.001,0.237,0.0,0.268,0.008,0.001,0.0,0.403,0.081,0.0
1960-1969,0.0,0.232,0.001,0.291,0.006,0.001,0.001,0.343,0.126,0.0
1970-1979,0.001,0.203,0.001,0.303,0.005,0.0,0.0,0.359,0.127,0.0
1980-1989,0.005,0.199,0.002,0.306,0.002,0.0,0.0,0.353,0.132,0.0
1990-1999,0.001,0.224,0.004,0.288,0.016,0.001,0.0,0.306,0.16,0.0
2000-2009,0.0,0.247,0.002,0.265,0.008,0.0,0.002,0.325,0.15,0.002
2010-2019,0.004,0.205,0.0,0.299,0.004,0.0,0.0,0.362,0.126,0.0
2020-2029,0.0,0.167,0.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0
Total,0.001,0.211,0.001,0.286,0.006,0.0,0.0,0.397,0.097,0.0
