,0,1,2,3,4,5,6,7,8,9
1920-1929,1772,2,0,20,1,211,2,979,5,775
1930-1939,1546,1,1,28,1,183,1,930,2,731
1940-1949,1678,0,0,11,3,192,1,874,3,632
1950-1959,1301,1,3,26,0,263,1,866,3,764
1960-1969,1344,0,2,22,2,493,3,1139,1,909
1970-1979,837,1,0,12,2,295,0,706,3,474
1980-1989,494,0,0,3,3,185,0,429,7,279
1990-1999,255,0,1,13,3,133,0,240,1,187
2000-2009,200,1,0,5,1,92,1,163,0,152
2010-2019,92,0,0,1,0,32,0,76,1,52
2020-2029,3,0,0,0,0,0,0,2,0,1
Total,9522,6,7,141,16,2079,9,6404,26,4956
