,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.016,0.255,0.024,0.126,0.013,0.01,0.007,0.044,0.019,0.026,0.135,0.153,0.019,0.01,0.004,0.035,0.04,0.044,0.004,0.013
1930-1939,0.017,0.197,0.026,0.127,0.014,0.01,0.008,0.049,0.02,0.026,0.167,0.146,0.031,0.013,0.005,0.032,0.046,0.046,0.005,0.013
1940-1949,0.025,0.179,0.032,0.14,0.018,0.013,0.01,0.058,0.031,0.024,0.127,0.12,0.046,0.017,0.004,0.034,0.044,0.054,0.006,0.018
1950-1959,0.025,0.117,0.038,0.153,0.035,0.011,0.011,0.073,0.043,0.031,0.073,0.113,0.062,0.021,0.006,0.037,0.055,0.07,0.006,0.018
1960-1969,0.028,0.073,0.051,0.127,0.061,0.015,0.018,0.071,0.085,0.024,0.039,0.08,0.045,0.037,0.013,0.04,0.067,0.081,0.01,0.035
1970-1979,0.026,0.042,0.073,0.099,0.051,0.027,0.027,0.076,0.101,0.023,0.019,0.048,0.038,0.054,0.018,0.044,0.091,0.082,0.016,0.045
1980-1989,0.033,0.028,0.079,0.083,0.048,0.038,0.041,0.079,0.075,0.02,0.014,0.026,0.037,0.058,0.019,0.05,0.123,0.071,0.025,0.053
1990-1999,0.037,0.018,0.075,0.076,0.035,0.045,0.059,0.079,0.041,0.017,0.011,0.019,0.023,0.067,0.028,0.05,0.18,0.063,0.027,0.053
2000-2009,0.031,0.015,0.05,0.055,0.026,0.06,0.094,0.068,0.026,0.011,0.008,0.015,0.017,0.047,0.027,0.055,0.244,0.053,0.043,0.053
2010-2019,0.034,0.014,0.054,0.047,0.015,0.072,0.118,0.065,0.022,0.01,0.009,0.013,0.017,0.033,0.021,0.061,0.238,0.049,0.046,0.063
2020-2029,0.056,0.013,0.06,0.04,0.009,0.106,0.11,0.057,0.017,0.008,0.006,0.01,0.017,0.045,0.007,0.045,0.217,0.039,0.067,0.073
Total,0.029,0.07,0.056,0.096,0.035,0.035,0.046,0.069,0.051,0.02,0.044,0.058,0.032,0.041,0.017,0.046,0.129,0.063,0.022,0.041
