,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.013,0.035,0.019,0.004,0.04,0.026,0.044,0.024,0.135,0.007,0.019,0.004,0.044,0.016,0.013,0.255,0.126,0.01,0.153,0.01
1930-1939,0.014,0.032,0.02,0.005,0.046,0.026,0.049,0.026,0.167,0.008,0.031,0.005,0.046,0.017,0.013,0.197,0.127,0.013,0.146,0.01
1940-1949,0.018,0.034,0.031,0.006,0.044,0.024,0.058,0.032,0.127,0.01,0.046,0.004,0.054,0.025,0.018,0.179,0.14,0.017,0.12,0.013
1950-1959,0.035,0.037,0.043,0.006,0.055,0.031,0.073,0.038,0.073,0.011,0.062,0.006,0.07,0.025,0.018,0.117,0.153,0.021,0.113,0.011
1960-1969,0.061,0.04,0.085,0.01,0.067,0.024,0.071,0.051,0.039,0.018,0.045,0.013,0.081,0.028,0.035,0.073,0.127,0.037,0.08,0.015
1970-1979,0.051,0.044,0.101,0.016,0.091,0.023,0.076,0.073,0.019,0.027,0.038,0.018,0.082,0.026,0.045,0.042,0.099,0.054,0.048,0.027
1980-1989,0.048,0.05,0.075,0.025,0.123,0.02,0.079,0.079,0.014,0.041,0.037,0.019,0.071,0.033,0.053,0.028,0.083,0.058,0.026,0.038
1990-1999,0.035,0.05,0.041,0.027,0.18,0.017,0.079,0.075,0.011,0.059,0.023,0.028,0.063,0.037,0.053,0.018,0.076,0.067,0.019,0.045
2000-2009,0.026,0.055,0.026,0.043,0.244,0.011,0.068,0.05,0.008,0.094,0.017,0.027,0.053,0.031,0.053,0.015,0.055,0.047,0.015,0.06
2010-2019,0.015,0.061,0.022,0.046,0.238,0.01,0.065,0.054,0.009,0.118,0.017,0.021,0.049,0.034,0.063,0.014,0.047,0.033,0.013,0.072
2020-2029,0.009,0.045,0.017,0.067,0.217,0.008,0.057,0.06,0.006,0.11,0.017,0.007,0.039,0.056,0.073,0.013,0.04,0.045,0.01,0.106
Total,0.03,0.044,0.044,0.023,0.122,0.02,0.065,0.051,0.055,0.046,0.032,0.014,0.059,0.03,0.04,0.086,0.098,0.036,0.067,0.037
