,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,2886,46165,4362,22890,2441,1785,1269,8009,3431,4770,24465,27783,3506,1856,716,6335,7245,8039,784,2287
1930-1939,3355,38529,5085,24902,2832,2026,1592,9613,3956,5184,32755,28568,6003,2463,1016,6277,9015,9064,1011,2536
1940-1949,5859,41346,7469,32297,4092,3039,2394,13419,7059,5585,29279,27752,10611,3971,1016,7793,10223,12409,1407,4099
1950-1959,5377,25273,8276,33094,7507,2461,2331,15773,9377,6741,15723,24312,13440,4597,1262,7908,11823,15203,1350,3845
1960-1969,9654,25420,17919,44540,21374,5264,6177,24851,29782,8450,13735,27828,15841,12871,4541,13970,23486,28161,3663,12158
1970-1979,11106,17992,31546,42630,22081,11659,11749,32963,43875,9818,8373,20625,16260,23212,7969,19152,39524,35560,6717,19504
1980-1989,13196,11265,31925,33461,19118,15447,16323,31534,30223,8087,5788,10355,14846,23261,7520,20012,49316,28603,10160,21146
1990-1999,15018,7103,30419,30639,14175,18193,23883,31873,16747,6739,4268,7515,9250,27127,11494,20210,73030,25523,10832,21481
2000-2009,13547,6482,21979,24117,11442,26334,40857,29555,11497,4788,3594,6321,7563,20398,11733,23913,106192,23112,18890,23160
2010-2019,11508,4622,17950,15840,4907,24043,39540,21827,7232,3495,3000,4318,5724,10969,6881,20534,79692,16532,15307,21219
2020-2029,272,65,292,194,45,511,534,275,80,40,31,46,80,216,32,216,1049,188,322,354
Total,91778,224262,177222,304604,110014,110762,146649,219692,163259,63697,141011,185423,103124,130941,54180,146320,410595,202394,70443,131789
