,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969
1930-1939,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.008,0.0,0.002,0.0,0.0,0.004,0.0,0.0,0.0,0.984
1940-1949,0.0,0.0,0.002,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.008,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.979
1950-1959,0.003,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981
1960-1969,0.003,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.97
1970-1979,0.005,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963
1980-1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992
1990-1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2000-2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2010-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947
2020-2029,,,,,,,,,,,,,,,,,,,,
Total,0.001,0.0,0.0,0.0,0.0,0.001,0.003,0.001,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.979
