,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,2,0,0,0,8,0,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,1,0,0,0,0,0,1,4,1,3,0,3,14,5,1,3,0,0,3,1,11,5,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,3,1,1,1,3,0,0,0
1960-1969,29,32,9,14,42,95,59,29,20,84,5,147,152,336,160,52,16,327,254,26,136,101,12,31,45,95,275,30,47,44,4,125,65,120,5,31,11,21,32,79,47,28,97,17,51,11,131,77,17,23
1970-1979,85,77,17,35,112,197,84,47,20,257,58,328,136,760,371,82,143,16,397,77,455,416,66,22,157,254,610,72,254,89,46,165,193,360,14,98,24,28,43,96,159,87,435,19,153,38,204,206,75,45
1980-1989,168,93,88,111,175,380,199,141,53,351,95,330,150,1032,569,232,133,14,448,171,534,724,29,48,127,480,733,124,204,127,15,160,216,487,24,137,17,109,56,240,215,152,448,25,401,47,384,341,67,65
1990-1999,55,145,14,52,133,250,84,82,35,238,36,261,60,560,401,183,68,10,198,105,353,335,30,19,59,258,367,59,167,72,31,89,83,213,7,152,18,156,2,77,142,86,183,34,118,64,310,126,71,23
2000-2009,74,231,9,66,88,169,59,33,29,169,56,139,41,362,347,202,16,5,118,76,165,180,13,27,19,120,259,98,109,41,24,41,19,143,9,69,1,120,16,73,63,26,182,18,69,38,294,70,27,25
2010-2019,64,152,0,103,143,155,57,56,46,196,43,145,66,404,389,232,44,3,125,69,157,297,5,188,17,179,232,91,81,42,29,26,25,91,8,50,81,206,4,59,61,25,152,268,68,42,395,92,32,117
2020-2029,10,3,0,2,5,5,2,0,0,4,0,6,1,1,3,2,2,1,0,0,3,26,1,0,0,5,8,6,7,0,0,1,4,3,0,2,0,0,0,0,0,0,12,0,2,0,6,0,0,7
Total,486,733,137,383,698,1251,545,392,204,1302,293,1371,620,3461,2241,988,422,376,1543,525,1816,2084,156,335,434,1391,2487,480,870,415,149,607,613,1417,67,539,152,642,153,624,688,404,1512,382,863,241,1727,912,289,305
