,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950-1959,0.054,0.009,0.0,0.0,0.0,0.054,0.009,0.0,0.0,0.089,0.0,0.045,0.0,0.196,0.0,0.0,0.0,0.0,0.062,0.054,0.036,0.045,0.0,0.0,0.009,0.009,0.009,0.0,0.0,0.045,0.0,0.08,0.009,0.027,0.0,0.0,0.0,0.027,0.0,0.0,0.045,0.0,0.045,0.0,0.0,0.027,0.009,0.0,0.0,0.009
1960-1969,0.009,0.008,0.009,0.004,0.015,0.022,0.013,0.002,0.003,0.033,0.004,0.041,0.03,0.093,0.037,0.013,0.008,0.064,0.072,0.008,0.05,0.034,0.009,0.004,0.005,0.036,0.062,0.002,0.021,0.012,0.002,0.044,0.014,0.037,0.003,0.007,0.004,0.006,0.006,0.016,0.023,0.009,0.021,0.001,0.016,0.003,0.029,0.019,0.008,0.008
1970-1979,0.01,0.009,0.003,0.003,0.014,0.03,0.014,0.008,0.003,0.026,0.015,0.046,0.023,0.096,0.038,0.013,0.015,0.009,0.048,0.011,0.051,0.048,0.002,0.004,0.009,0.043,0.08,0.01,0.024,0.013,0.002,0.022,0.008,0.04,0.003,0.011,0.003,0.007,0.007,0.016,0.027,0.02,0.031,0.002,0.027,0.004,0.025,0.017,0.004,0.007
1980-1989,0.015,0.005,0.001,0.007,0.019,0.025,0.009,0.012,0.005,0.03,0.009,0.033,0.008,0.095,0.042,0.018,0.011,0.003,0.046,0.015,0.056,0.062,0.004,0.003,0.01,0.031,0.067,0.008,0.03,0.012,0.001,0.017,0.019,0.034,0.001,0.008,0.002,0.008,0.004,0.018,0.018,0.012,0.055,0.003,0.032,0.007,0.031,0.027,0.005,0.01
1990-1999,0.015,0.024,0.001,0.008,0.027,0.037,0.015,0.009,0.004,0.033,0.013,0.031,0.008,0.088,0.058,0.026,0.012,0.001,0.027,0.014,0.042,0.057,0.006,0.004,0.008,0.038,0.061,0.012,0.03,0.009,0.004,0.013,0.016,0.037,0.006,0.01,0.002,0.015,0.001,0.016,0.017,0.006,0.04,0.002,0.018,0.005,0.031,0.021,0.011,0.013
2000-2009,0.009,0.026,0.001,0.031,0.02,0.036,0.008,0.01,0.006,0.037,0.009,0.038,0.009,0.066,0.092,0.032,0.009,0.002,0.021,0.019,0.044,0.04,0.002,0.008,0.002,0.028,0.044,0.026,0.018,0.009,0.002,0.011,0.008,0.032,0.001,0.02,0.002,0.02,0.0,0.013,0.009,0.005,0.031,0.006,0.017,0.024,0.061,0.021,0.004,0.011
2010-2019,0.022,0.03,0.0,0.049,0.026,0.052,0.013,0.003,0.005,0.021,0.005,0.025,0.004,0.073,0.065,0.045,0.014,0.001,0.021,0.01,0.035,0.047,0.004,0.034,0.007,0.021,0.047,0.017,0.013,0.004,0.024,0.011,0.009,0.028,0.001,0.013,0.0,0.025,0.0,0.013,0.009,0.006,0.034,0.032,0.014,0.005,0.033,0.012,0.005,0.012
2020-2029,0.047,0.009,0.0,0.084,0.019,0.033,0.014,0.0,0.0,0.042,0.005,0.098,0.0,0.079,0.023,0.028,0.0,0.0,0.037,0.005,0.009,0.093,0.0,0.014,0.0,0.014,0.084,0.005,0.023,0.028,0.079,0.0,0.0,0.0,0.0,0.005,0.0,0.019,0.0,0.0,0.005,0.0,0.028,0.0,0.0,0.005,0.005,0.037,0.014,0.014
Total,0.022,0.015,0.002,0.023,0.018,0.036,0.012,0.006,0.003,0.039,0.007,0.045,0.01,0.098,0.044,0.022,0.009,0.01,0.042,0.017,0.04,0.053,0.003,0.009,0.006,0.028,0.057,0.01,0.02,0.017,0.014,0.025,0.01,0.029,0.002,0.009,0.002,0.016,0.002,0.011,0.019,0.007,0.035,0.006,0.016,0.01,0.028,0.019,0.006,0.011
