,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960-1969,0,12,34,14,15,0,12,0,12,9,14,32,0,0,0,0,4,1,1,0
1970-1979,1,38,39,43,43,1,19,0,42,20,22,14,0,1,0,0,11,3,2,0
1980-1989,2,49,30,43,43,4,62,0,47,24,32,13,2,3,4,0,11,3,2,0
1990-1999,4,21,7,15,10,2,13,0,13,11,4,3,3,9,0,0,10,4,1,2
2000-2009,2,5,0,0,4,1,0,0,1,5,0,0,0,3,1,0,7,2,0,0
2010-2019,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,4,0,0,0
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,9,125,110,115,117,9,106,0,115,69,72,62,7,17,5,0,47,13,6,2
