,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
1930-1939,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1960-1969,2,2,1,4,20,1,0,2,1,8,10,14,4,0,33,27,8,2,2,6
1970-1979,8,4,0,13,11,1,2,1,0,5,3,11,2,1,25,7,3,2,2,7
1980-1989,12,19,0,46,17,2,6,2,2,14,13,14,6,4,27,19,10,7,8,8
1990-1999,83,84,1,84,24,6,6,15,4,24,36,33,19,9,30,40,28,18,11,22
2000-2009,147,157,0,139,2,3,1,42,2,22,49,7,16,20,16,18,46,2,7,33
2010-2019,264,244,2,133,2,7,0,31,2,24,82,10,30,23,18,41,49,10,3,26
2020-2029,7,10,0,1,1,0,0,3,0,2,2,1,1,3,0,0,0,0,0,1
Total,523,522,4,420,78,20,15,97,11,99,195,90,78,61,151,152,146,44,33,104
