,0,1,2,3,4
1920-1929,19,15,7,2,19
1930-1939,40,11,17,1,27
1940-1949,167,70,81,3,140
1950-1959,185,77,121,1,191
1960-1969,290,546,796,8,740
1970-1979,212,1370,1865,7,1464
1980-1989,67,1334,1459,4,1335
1990-1999,29,1604,1340,3,1294
2000-2009,9,1876,1447,3,1257
2010-2019,4,1591,1186,4,1003
2020-2029,0,24,20,0,17
Total,1022,8518,8339,36,7487
