,0,1,2,3,4
1920-1929,,,,,
1930-1939,,,,,
1940-1949,0.0,0.423,0.135,0.25,0.192
1950-1959,0.0,0.068,0.25,0.409,0.273
1960-1969,0.0,0.239,0.063,0.314,0.383
1970-1979,0.005,0.304,0.031,0.246,0.414
1980-1989,0.001,0.332,0.013,0.281,0.372
1990-1999,0.001,0.387,0.007,0.269,0.337
2000-2009,0.001,0.426,0.001,0.239,0.333
2010-2019,0.0,0.431,0.002,0.236,0.331
2020-2029,0.0,0.462,0.0,0.038,0.5
Total,0.001,0.341,0.056,0.254,0.348
