,0,1,2,3,4
1920-1929,,,,,
1930-1939,,,,,
1940-1949,,,,,
1950-1959,0.0,0.0,0.0,0.667,0.333
1960-1969,0.018,0.337,0.175,0.199,0.271
1970-1979,0.035,0.363,0.229,0.127,0.245
1980-1989,0.062,0.224,0.302,0.202,0.209
1990-1999,0.24,0.221,0.212,0.203,0.124
2000-2009,0.593,0.074,0.039,0.201,0.093
2010-2019,0.685,0.028,0.019,0.176,0.093
2020-2029,0.667,0.0,0.0,0.167,0.167
Total,0.213,0.23,0.19,0.183,0.184
