,0,1,2,3,4
1920-1929,0.0,0.0,0.0,1.0,0.0
1930-1939,,,,,
1940-1949,,,,,
1950-1959,0.0,0.0,0.0,1.0,0.0
1960-1969,0.02,0.441,0.167,0.088,0.284
1970-1979,0.018,0.353,0.272,0.125,0.232
1980-1989,0.044,0.308,0.314,0.154,0.179
1990-1999,0.282,0.182,0.171,0.193,0.171
2000-2009,0.516,0.087,0.079,0.198,0.119
2010-2019,0.691,0.033,0.046,0.099,0.132
2020-2029,0.25,0.0,0.25,0.5,0.0
Total,0.218,0.244,0.205,0.15,0.184
