,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.047,0.04,0.121,0.054,0.02,0.02,0.027,0.121,0.04,0.087,0.027,0.02,0.04,0.013,0.04,0.04,0.04,0.054,0.094,0.054
1930-1939,0.043,0.043,0.161,0.012,0.037,0.025,0.025,0.012,0.006,0.099,0.019,0.05,0.031,0.068,0.043,0.019,0.043,0.143,0.037,0.081
1940-1949,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.083,0.0,0.0,0.0,0.0,0.25,0.0,0.25
1950-1959,0.056,0.044,0.081,0.088,0.038,0.038,0.044,0.025,0.031,0.081,0.056,0.031,0.031,0.038,0.012,0.031,0.044,0.075,0.05,0.106
1960-1969,0.041,0.046,0.066,0.096,0.029,0.028,0.052,0.049,0.049,0.053,0.037,0.071,0.045,0.039,0.064,0.044,0.044,0.06,0.046,0.042
1970-1979,0.057,0.044,0.06,0.068,0.025,0.03,0.052,0.061,0.05,0.052,0.035,0.051,0.05,0.055,0.051,0.062,0.065,0.048,0.044,0.042
1980-1989,0.062,0.045,0.054,0.048,0.029,0.03,0.049,0.053,0.051,0.056,0.043,0.043,0.05,0.054,0.047,0.068,0.073,0.047,0.051,0.048
1990-1999,0.05,0.053,0.053,0.043,0.047,0.041,0.05,0.049,0.052,0.062,0.05,0.041,0.045,0.054,0.045,0.051,0.053,0.048,0.059,0.053
2000-2009,0.043,0.059,0.044,0.035,0.077,0.059,0.043,0.041,0.048,0.056,0.066,0.043,0.043,0.054,0.043,0.042,0.034,0.05,0.063,0.058
2010-2019,0.039,0.055,0.039,0.032,0.107,0.101,0.044,0.037,0.043,0.05,0.056,0.036,0.041,0.042,0.053,0.041,0.031,0.047,0.055,0.05
2020-2029,0.041,0.046,0.039,0.032,0.119,0.118,0.041,0.034,0.046,0.061,0.04,0.037,0.041,0.055,0.041,0.036,0.037,0.046,0.04,0.05
Total,0.05,0.05,0.051,0.049,0.055,0.051,0.048,0.048,0.049,0.055,0.049,0.045,0.046,0.05,0.049,0.052,0.051,0.049,0.053,0.049
