,0,1,2,3,4,5,6,7,8,9
1920-1929,0.074,0.042,0.177,0.343,0.045,0.128,0.054,0.068,0.028,0.04
1930-1939,0.068,0.046,0.223,0.279,0.049,0.133,0.056,0.071,0.028,0.046
1940-1949,0.076,0.058,0.211,0.246,0.052,0.124,0.071,0.071,0.032,0.059
1950-1959,0.081,0.057,0.181,0.175,0.074,0.141,0.088,0.092,0.034,0.076
1960-1969,0.083,0.08,0.129,0.117,0.117,0.122,0.094,0.095,0.051,0.113
1970-1979,0.087,0.108,0.086,0.072,0.119,0.104,0.107,0.105,0.065,0.149
1980-1989,0.099,0.114,0.073,0.053,0.124,0.08,0.113,0.12,0.088,0.137
1990-1999,0.099,0.109,0.053,0.038,0.106,0.084,0.122,0.16,0.126,0.102
2000-2009,0.097,0.126,0.044,0.03,0.092,0.058,0.106,0.174,0.199,0.073
2010-2019,0.099,0.127,0.042,0.03,0.068,0.048,0.101,0.158,0.257,0.07
2020-2029,0.078,0.147,0.042,0.029,0.042,0.053,0.076,0.146,0.329,0.057
Total,0.086,0.092,0.115,0.128,0.081,0.098,0.09,0.115,0.112,0.084
