,0,1,2,3,4,5,6,7,8,9
1920-1929,58,182,95,90,158,37,68,500,310,39
1930-1939,87,106,43,88,225,74,106,433,400,73
1940-1949,252,305,425,299,467,136,372,1516,655,292
1950-1959,1123,1321,744,895,1422,389,1157,2026,2042,1157
1960-1969,4437,4655,2329,2013,3295,1369,2699,3486,3269,2754
1970-1979,10254,8993,5983,4541,5881,3924,5805,3592,4517,5552
1980-1989,12901,12402,11856,7384,7043,9502,12258,4505,6078,11048
1990-1999,15662,16711,17410,12015,11043,19889,22143,4637,7271,16264
2000-2009,11543,14205,18746,12274,8263,31367,26877,4482,5727,16063
2010-2019,6957,7870,12960,8565,4629,26759,16405,2575,4160,10600
2020-2029,72,54,158,97,28,371,128,61,31,66
Total,63346,66804,70749,48261,42454,93817,88018,27813,34460,63908
