,0,1,2,3,4,5,6,7,8,9
1920-1929,4592,5179,4898,8535,14779,3210,7858,39576,20460,6224
1930-1939,6766,7230,6874,10126,19692,4192,10543,41362,33103,8323
1940-1949,8696,7630,8471,11220,18223,4727,10483,36195,31032,10393
1950-1959,11260,10953,8363,11978,20734,4999,13522,25728,26713,13013
1960-1969,25497,26442,18114,18782,27673,11434,21452,26479,29261,21277
1970-1979,39967,31959,29036,23261,27896,17409,28275,19365,23079,28638
1980-1989,27761,25125,23191,20086,16198,17977,24466,10743,14782,22912
1990-1999,18965,19808,20374,18398,15709,23507,29885,7035,9940,22726
2000-2009,13966,17661,24262,18705,11245,38333,33496,5773,8477,20350
2010-2019,10832,10632,19842,15482,7545,39977,24562,4638,6596,15735
2020-2029,140,104,361,191,129,806,357,72,102,186
Total,168442,162723,163786,156764,179823,166571,204899,216966,203545,169777
