,0,1,2,3,4,5,6,7,8,9
1920-1929,0.038,0.118,0.062,0.059,0.103,0.024,0.044,0.325,0.202,0.025
1930-1939,0.053,0.065,0.026,0.054,0.138,0.045,0.065,0.265,0.245,0.045
1940-1949,0.053,0.065,0.09,0.063,0.099,0.029,0.079,0.321,0.139,0.062
1950-1959,0.091,0.108,0.061,0.073,0.116,0.032,0.094,0.165,0.166,0.094
1960-1969,0.146,0.154,0.077,0.066,0.109,0.045,0.089,0.115,0.108,0.091
1970-1979,0.174,0.152,0.101,0.077,0.1,0.066,0.098,0.061,0.077,0.094
1980-1989,0.136,0.131,0.125,0.078,0.074,0.1,0.129,0.047,0.064,0.116
1990-1999,0.109,0.117,0.122,0.084,0.077,0.139,0.155,0.032,0.051,0.114
2000-2009,0.077,0.095,0.125,0.082,0.055,0.21,0.18,0.03,0.038,0.107
2010-2019,0.069,0.078,0.128,0.084,0.046,0.264,0.162,0.025,0.041,0.104
2020-2029,0.068,0.051,0.148,0.091,0.026,0.348,0.12,0.057,0.029,0.062
Total,0.092,0.103,0.097,0.074,0.086,0.118,0.11,0.131,0.105,0.083
