,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
1930-1939,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,2,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,1
1960-1969,3,2,68,4,94,50,64,29,33,48,14,36,30,32,46,36,14,33,22,11
1970-1979,8,8,187,14,130,114,131,75,107,84,18,56,46,67,39,16,16,64,45,15
1980-1989,12,22,205,48,100,130,116,93,123,58,18,73,70,52,38,24,26,71,61,14
1990-1999,84,92,50,85,60,39,38,57,43,54,42,65,49,34,41,48,35,39,38,26
2000-2009,147,161,8,140,13,5,4,46,2,34,64,9,25,28,18,21,50,7,16,36
2010-2019,264,245,4,133,7,7,2,32,2,26,84,11,34,23,19,41,50,10,3,26
2020-2029,7,10,0,1,1,0,0,3,0,2,2,1,1,3,0,0,0,0,0,1
Total,525,542,522,425,406,345,355,336,311,306,242,251,256,241,203,186,193,227,185,131
