,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,46,52,78,57,52,82,61,87,60,64,66,41,50,123,35,50,31,39,49,49,44,141,82,47,30,46,63,58,52,54,26,43,60,156,24,97,64,54,36,62,62,36,52,31,188,63,26,86,39,44
1930-1939,109,87,148,115,107,88,132,144,87,103,215,87,91,180,76,111,82,89,87,90,72,205,130,109,74,108,161,160,83,99,60,103,117,351,48,129,139,106,87,122,112,63,110,98,329,131,92,150,100,106
1940-1949,170,141,218,209,169,194,188,266,178,169,343,108,145,337,140,173,104,135,147,164,151,450,183,103,97,195,214,204,134,148,93,103,175,444,97,246,192,184,91,196,127,115,243,145,472,189,94,208,113,150
1950-1959,200,172,282,222,167,197,214,269,138,196,265,146,183,337,144,223,135,194,144,204,175,368,204,140,118,196,217,227,173,161,100,166,202,299,111,290,208,212,142,262,139,171,210,137,342,233,105,244,138,163
1960-1969,437,386,436,487,380,429,434,426,351,368,442,336,420,638,344,453,294,363,348,398,400,521,413,332,374,385,437,387,368,325,195,349,367,480,353,449,476,469,326,451,322,320,432,375,496,317,321,358,408,377
1970-1979,665,527,626,640,488,516,564,486,589,539,484,482,558,671,565,719,572,508,549,572,575,565,453,558,658,587,547,538,486,554,397,515,547,521,608,564,652,534,547,587,579,497,596,576,502,522,669,454,599,593
1980-1989,583,508,726,570,646,497,550,496,583,503,547,632,607,470,659,651,655,640,572,575,712,457,506,646,806,605,517,581,612,717,515,625,630,335,620,573,630,556,653,570,617,634,604,576,397,503,701,519,689,605
1990-1999,328,369,364,251,403,318,334,280,390,337,246,438,344,373,429,507,505,413,428,403,452,201,336,544,449,392,335,399,361,477,406,347,422,252,489,337,309,330,463,375,372,444,331,401,183,343,524,331,439,364
2000-2009,313,300,272,263,364,320,277,275,298,316,174,406,362,269,381,375,535,300,358,306,242,153,328,431,544,339,261,314,397,277,653,340,363,154,413,215,274,228,422,262,351,476,268,331,143,315,428,369,328,376
2010-2019,185,248,163,140,243,229,196,148,210,180,133,299,252,128,337,311,281,267,267,262,141,119,245,276,274,241,157,175,278,263,340,282,217,85,242,121,232,123,239,172,202,242,197,208,101,185,257,189,305,255
2020-2029,7,2,6,1,7,2,1,4,2,1,4,4,1,1,3,8,7,8,7,0,2,2,7,9,3,4,4,0,1,6,22,3,0,0,5,2,2,4,0,2,1,5,4,6,1,3,8,2,7,6
Total,3043,2792,3319,2955,3026,2872,2951,2881,2886,2776,2919,2979,3013,3527,3113,3581,3201,2956,2956,3023,2966,3182,2887,3195,3427,3098,2913,3043,2945,3081,2807,2876,3100,3077,3010,3023,3178,2800,3006,3061,2884,3003,3047,2884,3154,2804,3225,2910,3165,3039
