,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.222,0.444,0.0,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0
1930-1939,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940-1949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950-1959,0.0,0.111,0.333,0.0,0.0,0.111,0.111,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0
1960-1969,0.005,0.148,0.171,0.079,0.087,0.005,0.072,0.004,0.07,0.054,0.044,0.185,0.003,0.001,0.005,0.002,0.015,0.022,0.001,0.028
1970-1979,0.007,0.117,0.125,0.128,0.108,0.007,0.106,0.002,0.113,0.058,0.074,0.082,0.002,0.002,0.009,0.003,0.038,0.011,0.005,0.002
1980-1989,0.026,0.138,0.102,0.128,0.097,0.011,0.13,0.011,0.081,0.055,0.073,0.037,0.005,0.014,0.024,0.006,0.026,0.022,0.01,0.003
1990-1999,0.13,0.124,0.061,0.056,0.069,0.05,0.044,0.034,0.049,0.066,0.034,0.022,0.035,0.043,0.051,0.028,0.032,0.039,0.021,0.011
2000-2009,0.34,0.048,0.015,0.003,0.009,0.116,0.001,0.099,0.007,0.025,0.013,0.003,0.066,0.067,0.06,0.041,0.027,0.029,0.03,0.002
2010-2019,0.307,0.031,0.007,0.002,0.004,0.148,0.0,0.177,0.001,0.015,0.013,0.002,0.091,0.056,0.035,0.064,0.007,0.012,0.027,0.002
2020-2029,0.299,0.03,0.015,0.0,0.0,0.119,0.0,0.179,0.0,0.015,0.015,0.0,0.179,0.06,0.06,0.0,0.0,0.015,0.015,0.0
Total,0.101,0.134,0.234,0.036,0.044,0.062,0.042,0.056,0.039,0.026,0.024,0.048,0.035,0.022,0.032,0.023,0.013,0.014,0.01,0.004
