,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
1960-1969,0.096,0.139,0.003,0.094,0.001,0.359,0.131,0.061,0.008,0.108
1970-1979,0.081,0.203,0.007,0.108,0.001,0.179,0.183,0.086,0.012,0.14
1980-1989,0.062,0.225,0.006,0.129,0.002,0.115,0.181,0.105,0.014,0.16
1990-1999,0.07,0.176,0.033,0.127,0.002,0.108,0.19,0.102,0.077,0.115
2000-2009,0.046,0.139,0.088,0.037,0.023,0.06,0.213,0.051,0.208,0.134
2010-2019,0.088,0.105,0.088,0.07,0.018,0.0,0.246,0.018,0.175,0.193
2020-2029,,,,,,,,,,
Total,0.135,0.141,0.032,0.081,0.007,0.153,0.199,0.061,0.071,0.121
