,0,1,2,3,4,5,6,7,8,9
1920-1929,7488,7751,7619,13585,23234,5039,11917,63925,30930,9536
1930-1939,9303,9434,9002,13458,25937,5632,13636,55784,42128,11468
1940-1949,13478,12287,13137,17629,29694,7582,16854,57139,47255,16064
1950-1959,16358,16358,12340,17565,30171,7296,19683,38417,38378,19107
1960-1969,39832,42783,27745,28634,43939,17213,32864,40285,43744,32646
1970-1979,62461,52736,47102,37072,46729,27614,46205,30636,36538,45222
1980-1989,52718,48662,47829,37277,34008,35622,50648,20275,27897,46650
1990-1999,41633,44160,46833,37480,34234,51883,65423,14202,21628,48043
2000-2009,30781,40073,53851,40161,26669,84874,80452,12882,18471,47260
2010-2019,22002,23459,41787,32707,16579,83746,55655,9330,14617,35258
2020-2029,274,231,632,438,263,1469,731,205,223,376
Total,296328,297934,307877,276006,311457,327970,394068,343080,321809,311630
