,0,1,2,3,4,5,6,7,8,9
1920-1929,0.075,0.042,0.171,0.353,0.043,0.128,0.053,0.066,0.028,0.041
1930-1939,0.069,0.046,0.215,0.285,0.048,0.132,0.059,0.07,0.029,0.048
1940-1949,0.076,0.057,0.204,0.247,0.053,0.128,0.07,0.073,0.033,0.058
1950-1959,0.081,0.057,0.178,0.178,0.076,0.14,0.089,0.091,0.034,0.076
1960-1969,0.082,0.079,0.125,0.115,0.122,0.126,0.093,0.094,0.049,0.114
1970-1979,0.086,0.109,0.085,0.071,0.122,0.108,0.105,0.107,0.064,0.144
1980-1989,0.093,0.119,0.069,0.05,0.121,0.085,0.116,0.126,0.089,0.131
1990-1999,0.092,0.115,0.053,0.035,0.109,0.084,0.118,0.161,0.128,0.103
2000-2009,0.092,0.124,0.042,0.03,0.092,0.061,0.109,0.185,0.195,0.071
2010-2019,0.098,0.125,0.044,0.028,0.07,0.049,0.105,0.166,0.25,0.066
2020-2029,0.09,0.131,0.046,0.042,0.048,0.054,0.078,0.151,0.303,0.057
Total,0.085,0.091,0.112,0.13,0.082,0.1,0.09,0.117,0.109,0.083
