,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,331,1,119,1,18,44,2,0,0,60,42,94,1,0,0,9,1,25,0,5,26,0,64,0,1,2,0,1,0,7,0,7,0,1,0,0,3,7,0,1,4,0,0,0,4,5,5,3,0,0
1930-1939,332,1,229,0,47,81,1,0,0,84,69,115,0,0,0,8,0,36,0,2,38,0,83,0,0,0,1,0,1,8,0,8,0,0,0,1,2,12,0,1,22,1,1,4,4,4,15,1,0,0
1940-1949,258,3,122,11,70,96,14,0,3,68,56,43,5,2,0,8,6,38,0,7,33,3,40,1,2,3,2,4,6,10,12,17,6,0,2,0,4,28,1,4,6,1,2,6,2,6,4,6,1,0
1950-1959,203,4,119,8,148,132,19,2,3,74,40,35,4,3,3,12,5,50,3,6,48,1,41,1,0,5,3,2,13,28,2,31,4,0,4,2,9,15,1,3,11,0,2,7,8,5,6,6,1,1
1960-1969,196,27,91,38,142,126,51,14,43,63,47,24,24,12,8,38,22,60,14,25,65,16,32,10,10,21,5,21,33,42,30,50,14,11,20,7,33,35,4,11,15,9,17,14,9,5,5,7,3,0
1970-1979,89,75,34,94,66,43,87,36,91,52,52,13,39,51,20,45,65,54,33,39,35,32,20,27,17,55,21,46,44,37,58,38,45,24,42,41,53,39,30,35,21,11,16,11,3,4,3,11,5,2
1980-1989,50,117,32,94,105,23,91,47,97,22,38,6,59,54,39,61,47,23,33,37,20,42,6,53,38,47,22,46,36,17,55,32,54,33,32,41,27,22,25,26,12,18,9,9,3,2,2,2,8,0
1990-1999,13,156,17,123,22,10,67,111,54,4,14,4,65,61,61,49,58,21,54,42,7,58,3,66,54,49,34,39,38,23,33,28,41,72,27,47,12,9,33,10,8,14,7,5,3,2,2,0,3,0
2000-2009,5,191,13,100,17,4,48,113,54,10,9,1,47,50,74,22,38,7,47,47,5,41,2,41,73,29,55,25,24,12,11,10,27,36,22,10,12,11,23,27,1,19,17,3,2,2,0,0,3,0
2010-2019,10,171,14,77,11,6,33,111,19,2,6,4,47,40,77,9,36,1,44,38,1,71,3,34,42,25,66,32,16,5,18,18,21,25,12,11,4,8,23,17,7,14,6,2,0,0,1,0,1,0
2020-2029,0,4,0,2,0,0,1,3,0,0,0,0,1,1,1,0,0,0,1,1,0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Total,1487,750,790,548,646,565,414,437,364,439,373,339,292,274,283,261,278,315,229,249,278,267,294,233,237,237,209,216,212,189,219,239,213,203,161,161,160,186,141,136,107,88,77,61,38,35,43,36,25,3
