,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.0,0.0,0.0,0.0,0.023,0.008,0.008,0.0,0.049,0.106,0.004,0.008,0.004,0.0,0.0,0.0,0.462,0.0,0.0,0.004,0.0,0.004,0.011,0.0,0.004,0.049,0.0,0.0,0.0,0.0,0.034,0.0,0.015,0.0,0.038,0.0,0.045,0.0,0.0,0.011,0.0,0.0,0.102,0.0,0.004,0.0,0.004,0.004,0.0,0.0
1930-1939,0.0,0.0,0.0,0.0,0.014,0.062,0.0,0.0,0.069,0.056,0.007,0.014,0.021,0.0,0.0,0.007,0.257,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.007,0.132,0.0,0.0,0.0,0.007,0.118,0.0,0.014,0.0,0.021,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.007,0.0,0.0,0.0,0.007
1940-1949,0.012,0.002,0.0,0.0,0.017,0.081,0.012,0.0,0.035,0.047,0.01,0.007,0.008,0.002,0.003,0.01,0.257,0.0,0.003,0.0,0.002,0.01,0.017,0.003,0.023,0.129,0.003,0.0,0.0,0.002,0.104,0.0,0.012,0.003,0.029,0.007,0.064,0.0,0.005,0.005,0.005,0.002,0.034,0.003,0.007,0.012,0.002,0.003,0.0,0.01
1950-1959,0.003,0.0,0.007,0.002,0.044,0.103,0.006,0.001,0.057,0.035,0.001,0.013,0.008,0.0,0.005,0.005,0.208,0.002,0.004,0.0,0.001,0.005,0.019,0.002,0.013,0.072,0.003,0.0,0.002,0.006,0.103,0.002,0.017,0.005,0.045,0.016,0.047,0.0,0.016,0.016,0.002,0.001,0.054,0.001,0.005,0.021,0.003,0.011,0.0,0.005
1960-1969,0.016,0.004,0.011,0.002,0.04,0.063,0.019,0.006,0.047,0.019,0.027,0.032,0.006,0.009,0.008,0.006,0.112,0.004,0.014,0.006,0.007,0.011,0.021,0.014,0.041,0.042,0.015,0.011,0.015,0.012,0.075,0.003,0.019,0.009,0.032,0.022,0.038,0.006,0.026,0.017,0.008,0.013,0.021,0.002,0.017,0.023,0.018,0.009,0.004,0.001
1970-1979,0.035,0.01,0.023,0.0,0.024,0.044,0.049,0.018,0.021,0.01,0.047,0.03,0.005,0.011,0.007,0.001,0.052,0.011,0.039,0.008,0.009,0.018,0.022,0.024,0.042,0.019,0.027,0.016,0.023,0.025,0.03,0.01,0.019,0.019,0.014,0.021,0.021,0.014,0.036,0.008,0.025,0.022,0.01,0.009,0.018,0.017,0.031,0.005,0.001,0.001
1980-1989,0.028,0.015,0.023,0.0,0.007,0.014,0.054,0.024,0.013,0.006,0.051,0.04,0.001,0.005,0.004,0.001,0.029,0.021,0.066,0.009,0.031,0.013,0.019,0.027,0.047,0.009,0.032,0.021,0.026,0.018,0.005,0.035,0.011,0.027,0.018,0.008,0.017,0.028,0.013,0.007,0.036,0.023,0.003,0.028,0.02,0.023,0.028,0.011,0.006,0.001
1990-1999,0.018,0.019,0.021,0.0,0.014,0.007,0.059,0.017,0.007,0.002,0.042,0.049,0.0,0.009,0.0,0.001,0.011,0.035,0.084,0.006,0.027,0.009,0.01,0.026,0.05,0.012,0.03,0.035,0.014,0.03,0.01,0.035,0.012,0.048,0.012,0.01,0.014,0.035,0.012,0.005,0.036,0.026,0.002,0.02,0.013,0.026,0.027,0.007,0.004,0.0
2000-2009,0.01,0.044,0.021,0.0,0.002,0.007,0.063,0.017,0.004,0.0,0.027,0.031,0.0,0.007,0.0,0.0,0.007,0.035,0.117,0.005,0.031,0.005,0.007,0.025,0.045,0.008,0.045,0.027,0.021,0.028,0.009,0.034,0.0,0.083,0.005,0.006,0.005,0.053,0.006,0.005,0.047,0.009,0.003,0.036,0.013,0.017,0.023,0.004,0.002,0.0
2010-2019,0.006,0.043,0.031,0.0,0.002,0.014,0.058,0.025,0.002,0.0,0.031,0.008,0.0,0.01,0.002,0.0,0.004,0.062,0.14,0.004,0.014,0.014,0.004,0.016,0.027,0.012,0.031,0.031,0.004,0.039,0.006,0.016,0.004,0.07,0.0,0.004,0.002,0.058,0.004,0.002,0.043,0.01,0.004,0.093,0.006,0.019,0.021,0.002,0.0,0.0
2020-2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.111,0.111,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.012,0.012,0.013,0.0,0.017,0.037,0.03,0.01,0.028,0.026,0.022,0.021,0.005,0.005,0.003,0.003,0.127,0.015,0.053,0.004,0.021,0.008,0.013,0.012,0.027,0.044,0.017,0.013,0.01,0.015,0.045,0.012,0.031,0.034,0.03,0.009,0.027,0.028,0.011,0.007,0.018,0.01,0.033,0.038,0.009,0.015,0.014,0.005,0.002,0.002
