,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.462,0.0,0.049,0.008,0.008,0.034,0.004,0.0,0.004,0.049,0.045,0.102,0.0,0.0,0.0,0.008,0.004,0.038,0.0,0.0,0.023,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.011,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.004,0.011,0.0,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0
1930-1939,0.257,0.0,0.132,0.0,0.062,0.118,0.007,0.0,0.007,0.069,0.042,0.125,0.0,0.0,0.0,0.014,0.0,0.021,0.0,0.007,0.014,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.007,0.014,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.007,0.007,0.0,0.0,0.0
1940-1949,0.257,0.003,0.129,0.012,0.081,0.104,0.023,0.003,0.01,0.035,0.064,0.034,0.003,0.005,0.003,0.007,0.002,0.029,0.0,0.002,0.017,0.0,0.047,0.0,0.002,0.003,0.002,0.0,0.012,0.012,0.012,0.017,0.0,0.0,0.007,0.002,0.005,0.007,0.0,0.01,0.005,0.002,0.0,0.003,0.008,0.01,0.01,0.003,0.0,0.0
1950-1959,0.208,0.004,0.072,0.006,0.103,0.103,0.013,0.005,0.001,0.057,0.047,0.054,0.003,0.002,0.001,0.013,0.003,0.045,0.0,0.006,0.044,0.002,0.035,0.002,0.001,0.002,0.0,0.007,0.021,0.017,0.003,0.019,0.002,0.0,0.005,0.001,0.016,0.016,0.001,0.005,0.016,0.0,0.0,0.011,0.008,0.005,0.005,0.005,0.0,0.002
1960-1969,0.112,0.014,0.042,0.019,0.063,0.075,0.041,0.009,0.027,0.047,0.038,0.021,0.015,0.008,0.002,0.032,0.018,0.032,0.006,0.012,0.04,0.004,0.019,0.003,0.007,0.014,0.004,0.011,0.023,0.019,0.016,0.021,0.015,0.011,0.017,0.013,0.026,0.022,0.006,0.011,0.017,0.009,0.006,0.009,0.006,0.006,0.001,0.008,0.004,0.002
1970-1979,0.052,0.039,0.019,0.049,0.044,0.03,0.042,0.019,0.047,0.021,0.021,0.01,0.027,0.025,0.009,0.03,0.031,0.014,0.014,0.025,0.024,0.011,0.01,0.01,0.009,0.024,0.01,0.023,0.017,0.019,0.035,0.022,0.023,0.016,0.018,0.022,0.036,0.021,0.018,0.018,0.008,0.011,0.008,0.005,0.005,0.001,0.001,0.007,0.001,0.0
1980-1989,0.029,0.066,0.009,0.054,0.014,0.005,0.047,0.027,0.051,0.013,0.017,0.003,0.032,0.036,0.028,0.04,0.028,0.018,0.028,0.018,0.007,0.021,0.006,0.035,0.031,0.027,0.015,0.023,0.023,0.011,0.028,0.019,0.026,0.021,0.02,0.023,0.013,0.008,0.024,0.013,0.007,0.005,0.009,0.011,0.001,0.001,0.001,0.004,0.006,0.0
1990-1999,0.011,0.084,0.012,0.059,0.007,0.01,0.05,0.048,0.042,0.007,0.014,0.002,0.03,0.036,0.02,0.049,0.027,0.012,0.035,0.03,0.014,0.035,0.002,0.035,0.027,0.026,0.019,0.021,0.026,0.012,0.018,0.01,0.014,0.035,0.013,0.026,0.012,0.01,0.017,0.009,0.005,0.009,0.006,0.007,0.0,0.001,0.0,0.0,0.004,0.0
2000-2009,0.007,0.117,0.008,0.063,0.007,0.009,0.045,0.083,0.027,0.004,0.005,0.003,0.045,0.047,0.036,0.031,0.023,0.005,0.053,0.028,0.002,0.035,0.0,0.034,0.031,0.025,0.044,0.021,0.017,0.0,0.01,0.007,0.021,0.027,0.013,0.009,0.006,0.006,0.017,0.005,0.005,0.007,0.005,0.004,0.0,0.0,0.0,0.0,0.002,0.0
2010-2019,0.004,0.14,0.012,0.058,0.014,0.006,0.027,0.07,0.031,0.002,0.002,0.004,0.031,0.043,0.093,0.008,0.021,0.0,0.058,0.039,0.002,0.062,0.0,0.016,0.014,0.016,0.043,0.031,0.019,0.004,0.006,0.004,0.004,0.031,0.006,0.01,0.004,0.004,0.025,0.014,0.002,0.01,0.004,0.002,0.0,0.0,0.0,0.002,0.0,0.0
2020-2029,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.095,0.049,0.036,0.038,0.043,0.044,0.036,0.028,0.03,0.027,0.027,0.02,0.022,0.023,0.018,0.028,0.02,0.022,0.02,0.018,0.021,0.017,0.018,0.016,0.015,0.017,0.014,0.017,0.019,0.014,0.017,0.016,0.015,0.016,0.013,0.014,0.017,0.013,0.013,0.011,0.009,0.007,0.005,0.007,0.004,0.003,0.002,0.004,0.002,0.001
