,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,383,0,90,1,26,70,3,0,0,54,55,118,0,1,0,12,0,38,0,3,38,0,99,0,0,1,0,3,2,10,2,18,1,0,1,0,9,9,0,0,12,0,0,3,14,9,3,3,0,1
1930-1939,370,0,294,4,86,112,1,0,2,90,82,160,1,0,0,11,2,54,0,4,46,0,87,0,2,0,1,1,4,9,0,24,0,1,2,0,0,6,0,0,14,1,0,12,13,17,20,2,0,0
1940-1949,354,5,275,7,133,137,17,3,8,69,76,69,7,5,2,14,3,42,3,6,47,4,63,2,1,5,0,3,19,20,3,26,1,1,3,0,5,18,1,7,19,0,4,7,7,6,13,6,2,0
1950-1959,185,6,99,4,114,136,15,2,5,82,31,55,6,5,0,24,7,59,2,5,52,3,33,0,2,2,0,8,11,16,6,23,2,2,4,2,15,16,0,7,16,0,1,5,15,10,8,3,2,1
1960-1969,187,35,90,38,127,163,55,18,54,88,67,43,15,20,18,89,26,80,18,23,64,12,43,14,15,26,10,31,24,41,36,38,20,15,50,19,49,39,4,26,16,7,17,17,16,14,7,10,3,2
1970-1979,82,75,65,111,78,60,112,37,113,43,41,17,67,70,26,73,63,36,35,41,41,35,14,32,44,51,28,58,47,51,79,43,63,39,86,47,81,41,32,40,32,23,17,11,18,5,4,11,3,0
1980-1989,43,83,34,98,73,24,80,45,79,20,23,8,53,47,27,45,49,25,39,49,15,32,11,49,27,34,23,29,25,7,50,25,46,21,29,32,23,26,26,25,15,11,17,5,8,3,3,2,7,0
1990-1999,28,176,17,150,24,8,75,85,76,18,13,5,69,74,53,41,69,18,53,55,21,51,5,69,58,43,38,47,44,20,37,25,37,57,28,45,18,20,16,25,10,21,11,7,3,3,0,1,6,0
2000-2009,21,280,7,140,16,7,87,161,65,4,13,9,78,70,77,31,49,15,83,67,10,46,6,78,106,53,87,39,23,20,30,19,41,42,26,22,13,24,46,28,3,17,10,6,1,1,1,2,5,0
2010-2019,10,261,9,110,7,3,55,165,48,3,4,2,52,49,79,15,42,4,72,38,5,91,2,42,73,35,92,21,19,15,17,8,34,27,21,4,11,12,29,15,2,16,3,0,0,1,0,0,1,0
2020-2029,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Total,1663,921,980,663,684,720,500,517,451,471,405,486,348,341,283,355,310,371,305,291,339,274,363,286,328,250,279,240,219,209,260,249,245,205,250,171,224,211,155,173,139,96,80,73,95,69,59,40,29,4
