,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.37,0.001,0.133,0.001,0.02,0.049,0.002,0.0,0.0,0.067,0.047,0.105,0.001,0.0,0.0,0.01,0.001,0.028,0.0,0.006,0.029,0.0,0.072,0.0,0.001,0.002,0.0,0.001,0.0,0.008,0.0,0.008,0.0,0.001,0.0,0.0,0.003,0.008,0.0,0.001,0.004,0.0,0.0,0.0,0.004,0.006,0.006,0.003,0.0,0.0
1930-1939,0.274,0.001,0.189,0.0,0.039,0.067,0.001,0.0,0.0,0.069,0.057,0.095,0.0,0.0,0.0,0.007,0.0,0.03,0.0,0.002,0.031,0.0,0.068,0.0,0.0,0.0,0.001,0.0,0.001,0.007,0.0,0.007,0.0,0.0,0.0,0.001,0.002,0.01,0.0,0.001,0.018,0.001,0.001,0.003,0.003,0.003,0.012,0.001,0.0,0.0
1940-1949,0.252,0.003,0.119,0.011,0.068,0.094,0.014,0.0,0.003,0.067,0.055,0.042,0.005,0.002,0.0,0.008,0.006,0.037,0.0,0.007,0.032,0.003,0.039,0.001,0.002,0.003,0.002,0.004,0.006,0.01,0.012,0.017,0.006,0.0,0.002,0.0,0.004,0.027,0.001,0.004,0.006,0.001,0.002,0.006,0.002,0.006,0.004,0.006,0.001,0.0
1950-1959,0.179,0.004,0.105,0.007,0.131,0.117,0.017,0.002,0.003,0.065,0.035,0.031,0.004,0.003,0.003,0.011,0.004,0.044,0.003,0.005,0.042,0.001,0.036,0.001,0.0,0.004,0.003,0.002,0.011,0.025,0.002,0.027,0.004,0.0,0.004,0.002,0.008,0.013,0.001,0.003,0.01,0.0,0.002,0.006,0.007,0.004,0.005,0.005,0.001,0.001
1960-1969,0.121,0.017,0.056,0.023,0.088,0.078,0.032,0.009,0.027,0.039,0.029,0.015,0.015,0.007,0.005,0.023,0.014,0.037,0.009,0.015,0.04,0.01,0.02,0.006,0.006,0.013,0.003,0.013,0.02,0.026,0.019,0.031,0.009,0.007,0.012,0.004,0.02,0.022,0.002,0.007,0.009,0.006,0.011,0.009,0.006,0.003,0.003,0.004,0.002,0.0
1970-1979,0.047,0.039,0.018,0.049,0.035,0.023,0.046,0.019,0.048,0.027,0.027,0.007,0.02,0.027,0.011,0.024,0.034,0.028,0.017,0.02,0.018,0.017,0.011,0.014,0.009,0.029,0.011,0.024,0.023,0.019,0.03,0.02,0.024,0.013,0.022,0.022,0.028,0.02,0.016,0.018,0.011,0.006,0.008,0.006,0.002,0.002,0.002,0.006,0.003,0.001
1980-1989,0.028,0.064,0.018,0.052,0.058,0.013,0.05,0.026,0.053,0.012,0.021,0.003,0.033,0.03,0.021,0.034,0.026,0.013,0.018,0.02,0.011,0.023,0.003,0.029,0.021,0.026,0.012,0.025,0.02,0.009,0.03,0.018,0.03,0.018,0.018,0.023,0.015,0.012,0.014,0.014,0.007,0.01,0.005,0.005,0.002,0.001,0.001,0.001,0.004,0.0
1990-1999,0.008,0.09,0.01,0.071,0.013,0.006,0.039,0.064,0.031,0.002,0.008,0.002,0.038,0.035,0.035,0.028,0.033,0.012,0.031,0.024,0.004,0.033,0.002,0.038,0.031,0.028,0.02,0.023,0.022,0.013,0.019,0.016,0.024,0.042,0.016,0.027,0.007,0.005,0.019,0.006,0.005,0.008,0.004,0.003,0.002,0.001,0.001,0.0,0.002,0.0
2000-2009,0.003,0.133,0.009,0.069,0.012,0.003,0.033,0.078,0.038,0.007,0.006,0.001,0.033,0.035,0.051,0.015,0.026,0.005,0.033,0.033,0.003,0.028,0.001,0.028,0.051,0.02,0.038,0.017,0.017,0.008,0.008,0.007,0.019,0.025,0.015,0.007,0.008,0.008,0.016,0.019,0.001,0.013,0.012,0.002,0.001,0.001,0.0,0.0,0.002,0.0
2010-2019,0.008,0.138,0.011,0.062,0.009,0.005,0.027,0.09,0.015,0.002,0.005,0.003,0.038,0.032,0.062,0.007,0.029,0.001,0.036,0.031,0.001,0.057,0.002,0.027,0.034,0.02,0.053,0.026,0.013,0.004,0.015,0.015,0.017,0.02,0.01,0.009,0.003,0.006,0.019,0.014,0.006,0.011,0.005,0.002,0.0,0.0,0.001,0.0,0.001,0.0
2020-2029,0.0,0.148,0.0,0.074,0.0,0.0,0.037,0.111,0.0,0.0,0.0,0.0,0.037,0.037,0.037,0.0,0.0,0.0,0.037,0.037,0.0,0.111,0.0,0.0,0.0,0.037,0.0,0.0,0.037,0.0,0.0,0.0,0.037,0.037,0.0,0.037,0.037,0.0,0.037,0.037,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.106,0.053,0.056,0.039,0.046,0.04,0.029,0.031,0.026,0.031,0.027,0.024,0.021,0.02,0.02,0.019,0.02,0.022,0.016,0.018,0.02,0.019,0.021,0.017,0.017,0.017,0.015,0.015,0.015,0.013,0.016,0.017,0.015,0.014,0.011,0.011,0.011,0.013,0.01,0.01,0.008,0.006,0.005,0.004,0.003,0.002,0.003,0.003,0.002,0.0
