,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,122,0,13,2,2,9,1,0,1,13,12,27,0,0,0,2,1,10,0,0,6,0,28,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,1,3,0,1,1,1,0,0,0,0,0
1930-1939,37,0,19,0,9,17,1,0,1,10,6,18,0,0,0,2,0,3,0,1,2,0,8,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
1940-1949,153,2,77,7,48,62,14,2,6,21,38,20,2,3,2,4,1,17,0,1,10,0,28,0,1,2,1,0,7,7,7,10,0,0,4,1,3,4,0,6,3,1,0,2,5,6,6,2,0,0
1950-1959,266,5,92,8,131,132,17,6,1,73,60,69,4,3,1,16,4,58,0,8,56,3,45,3,1,2,0,9,27,22,4,24,2,0,6,1,20,21,1,7,21,0,0,14,10,7,7,7,0,3
1960-1969,178,22,66,30,100,119,65,14,43,74,60,34,24,13,3,51,28,51,10,19,63,6,31,4,11,22,6,18,37,30,25,34,24,17,27,20,42,35,9,18,27,15,10,14,9,9,2,12,6,3
1970-1979,85,64,32,80,73,50,69,31,78,34,34,16,45,41,15,50,51,23,23,41,40,18,17,17,15,39,16,38,28,32,57,36,38,26,29,37,59,34,30,29,14,18,13,8,8,2,1,12,2,0
1980-1989,41,94,13,76,20,7,66,38,72,19,24,4,45,51,39,57,39,25,39,26,10,29,9,49,44,38,21,33,32,16,39,27,37,29,28,32,19,11,34,19,10,7,13,15,2,1,1,6,8,0
1990-1999,11,82,12,58,7,10,49,47,41,7,14,2,29,35,20,48,26,12,34,29,14,34,2,34,26,25,19,21,25,12,18,10,14,34,13,25,12,10,17,9,5,9,6,7,0,1,0,0,4,0
2000-2009,8,131,9,70,8,10,50,93,30,5,6,3,50,53,40,35,26,6,59,31,2,39,0,38,35,28,49,24,19,0,11,8,24,30,14,10,7,7,19,6,6,8,6,4,0,0,0,0,2,0
2010-2019,2,68,6,28,7,3,13,34,15,1,1,2,15,21,45,4,10,0,28,19,1,30,0,8,7,8,21,15,9,2,3,2,2,15,3,5,2,2,12,7,1,5,2,1,0,0,0,1,0,0
2020-2029,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,903,469,339,359,405,419,345,266,288,257,255,195,214,220,167,269,186,206,194,175,204,159,168,153,141,164,133,158,185,129,164,156,141,151,125,131,164,124,122,102,90,63,51,66,38,27,18,40,22,6
