,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,10,1829,930,950,492,1,7,18,97,26,92,4,7,77,5,28,2,10,1,110
1930-1939,7,1508,1443,928,500,3,3,28,265,31,92,4,14,88,7,27,1,15,1,115
1940-1949,62,1620,1372,886,661,19,76,78,504,115,148,29,35,116,21,48,7,72,5,105
1950-1959,51,1188,855,840,813,21,61,120,688,166,174,20,37,256,18,52,5,79,4,137
1960-1969,404,1176,665,996,980,129,333,674,742,421,501,242,236,722,83,220,78,195,118,148
1970-1979,1140,650,289,582,614,354,871,1265,570,733,782,576,544,581,328,408,221,291,282,96
1980-1989,1637,366,145,262,326,540,941,889,460,711,591,641,592,494,445,461,370,265,240,69
1990-1999,2352,182,127,143,213,785,944,483,215,639,594,675,748,343,534,497,385,300,368,35
2000-2009,3244,151,72,95,135,1323,633,346,139,547,457,648,558,248,815,558,613,289,362,23
2010-2019,2396,73,96,37,61,1206,507,213,165,387,321,614,334,118,688,525,504,198,218,13
2020-2029,35,1,1,0,3,21,4,3,2,4,4,8,5,0,14,8,8,6,0,0
Total,11338,8744,5995,5719,4798,4402,4380,4117,3847,3780,3756,3461,3110,3043,2958,2832,2194,1720,1599,851
