,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.016,0.006,0.004,0.0,0.002,0.023,0.006,0.001,0.198,0.0,0.021,0.0,0.02,0.002,0.001,0.389,0.105,0.001,0.202,0.001
1930-1939,0.017,0.005,0.006,0.0,0.001,0.023,0.006,0.001,0.284,0.001,0.052,0.0,0.018,0.003,0.001,0.297,0.098,0.003,0.183,0.001
1940-1949,0.019,0.008,0.013,0.001,0.01,0.018,0.019,0.013,0.229,0.003,0.084,0.001,0.025,0.012,0.005,0.271,0.111,0.006,0.148,0.004
1950-1959,0.046,0.009,0.021,0.001,0.009,0.025,0.03,0.011,0.153,0.004,0.123,0.001,0.031,0.014,0.004,0.213,0.146,0.007,0.15,0.003
1960-1969,0.08,0.024,0.074,0.009,0.045,0.016,0.046,0.037,0.073,0.014,0.082,0.013,0.055,0.022,0.027,0.13,0.108,0.026,0.11,0.009
1970-1979,0.052,0.037,0.113,0.02,0.102,0.009,0.066,0.078,0.026,0.032,0.051,0.025,0.07,0.026,0.052,0.058,0.055,0.049,0.052,0.029
1980-1989,0.047,0.044,0.085,0.035,0.157,0.007,0.068,0.09,0.014,0.052,0.044,0.023,0.057,0.025,0.061,0.035,0.031,0.057,0.025,0.043
1990-1999,0.032,0.047,0.046,0.036,0.223,0.003,0.06,0.089,0.012,0.074,0.02,0.035,0.056,0.028,0.064,0.017,0.02,0.071,0.014,0.051
2000-2009,0.022,0.05,0.031,0.054,0.288,0.002,0.049,0.056,0.006,0.118,0.012,0.032,0.041,0.026,0.058,0.013,0.012,0.05,0.008,0.072
2010-2019,0.014,0.061,0.025,0.058,0.276,0.001,0.045,0.058,0.011,0.139,0.019,0.025,0.037,0.023,0.071,0.008,0.007,0.039,0.004,0.079
2020-2029,0.0,0.063,0.024,0.063,0.276,0.0,0.031,0.031,0.008,0.165,0.016,0.0,0.031,0.047,0.063,0.008,0.024,0.039,0.0,0.11
Total,0.031,0.032,0.04,0.025,0.126,0.012,0.039,0.042,0.092,0.055,0.048,0.014,0.04,0.021,0.037,0.131,0.065,0.031,0.082,0.037
