,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.002,0.389,0.198,0.202,0.105,0.0,0.001,0.004,0.021,0.006,0.02,0.001,0.001,0.016,0.001,0.006,0.0,0.002,0.0,0.023
1930-1939,0.001,0.297,0.284,0.183,0.098,0.001,0.001,0.006,0.052,0.006,0.018,0.001,0.003,0.017,0.001,0.005,0.0,0.003,0.0,0.023
1940-1949,0.01,0.271,0.229,0.148,0.111,0.003,0.013,0.013,0.084,0.019,0.025,0.005,0.006,0.019,0.004,0.008,0.001,0.012,0.001,0.018
1950-1959,0.009,0.213,0.153,0.15,0.146,0.004,0.011,0.021,0.123,0.03,0.031,0.004,0.007,0.046,0.003,0.009,0.001,0.014,0.001,0.025
1960-1969,0.045,0.13,0.073,0.11,0.108,0.014,0.037,0.074,0.082,0.046,0.055,0.027,0.026,0.08,0.009,0.024,0.009,0.022,0.013,0.016
1970-1979,0.102,0.058,0.026,0.052,0.055,0.032,0.078,0.113,0.051,0.066,0.07,0.052,0.049,0.052,0.029,0.037,0.02,0.026,0.025,0.009
1980-1989,0.157,0.035,0.014,0.025,0.031,0.052,0.09,0.085,0.044,0.068,0.057,0.061,0.057,0.047,0.043,0.044,0.035,0.025,0.023,0.007
1990-1999,0.223,0.017,0.012,0.014,0.02,0.074,0.089,0.046,0.02,0.06,0.056,0.064,0.071,0.032,0.051,0.047,0.036,0.028,0.035,0.003
2000-2009,0.288,0.013,0.006,0.008,0.012,0.118,0.056,0.031,0.012,0.049,0.041,0.058,0.05,0.022,0.072,0.05,0.054,0.026,0.032,0.002
2010-2019,0.276,0.008,0.011,0.004,0.007,0.139,0.058,0.025,0.019,0.045,0.037,0.071,0.039,0.014,0.079,0.061,0.058,0.023,0.025,0.001
2020-2029,0.276,0.008,0.008,0.0,0.024,0.165,0.031,0.024,0.016,0.031,0.031,0.063,0.039,0.0,0.11,0.063,0.063,0.047,0.0,0.0
Total,0.137,0.106,0.073,0.069,0.058,0.053,0.053,0.05,0.047,0.046,0.045,0.042,0.038,0.037,0.036,0.034,0.027,0.021,0.019,0.01
