,0,1,2,3,4
1920-1929,0.0,0.333,0.0,0.111,0.556
1930-1939,0.1,0.5,0.0,0.1,0.3
1940-1949,0.0,1.0,0.0,0.0,0.0
1950-1959,0.0,0.222,0.111,0.111,0.556
1960-1969,0.015,0.535,0.171,0.181,0.098
1970-1979,0.023,0.344,0.255,0.3,0.079
1980-1989,0.06,0.245,0.265,0.324,0.106
1990-1999,0.243,0.163,0.181,0.194,0.22
2000-2009,0.507,0.053,0.136,0.048,0.257
2010-2019,0.639,0.021,0.102,0.032,0.204
2020-2029,0.627,0.015,0.149,0.03,0.179
Total,0.201,0.312,0.125,0.13,0.232
