,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0
1930-1939,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1940-1949,,,,,,,,,,
1950-1959,0.111,0.0,0.111,0.111,0.333,0.0,0.111,0.111,0.111,0.0
1960-1969,0.006,0.007,0.136,0.235,0.214,0.087,0.124,0.028,0.084,0.079
1970-1979,0.01,0.009,0.181,0.165,0.16,0.161,0.187,0.023,0.034,0.07
1980-1989,0.035,0.023,0.21,0.131,0.132,0.15,0.154,0.027,0.049,0.089
1990-1999,0.144,0.108,0.085,0.101,0.096,0.073,0.086,0.118,0.089,0.099
2000-2009,0.26,0.294,0.014,0.022,0.034,0.053,0.013,0.135,0.114,0.061
2010-2019,0.306,0.363,0.001,0.009,0.021,0.041,0.005,0.123,0.087,0.045
2020-2029,0.188,0.438,0.0,0.031,0.062,0.125,0.0,0.062,0.062,0.031
