,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,395,0,0,0,0,0,7,146,176,126,0,0,0,0,0,7,0,50,0,6
1930-1939,392,0,0,0,0,0,7,198,185,148,0,0,0,1,0,7,1,51,2,4
1940-1949,345,1,0,0,0,0,4,155,133,136,0,0,0,0,0,4,0,36,1,6
1950-1959,201,1,0,0,0,0,14,102,135,130,1,0,1,0,0,1,0,30,1,3
1960-1969,260,0,0,0,0,0,15,125,152,250,0,0,0,0,0,2,0,38,0,9
1970-1979,136,0,0,0,0,2,16,83,67,86,0,0,0,0,0,0,0,22,0,10
1980-1989,70,0,0,0,0,0,2,27,53,46,0,0,0,0,0,0,0,10,0,5
1990-1999,47,0,0,0,0,0,1,28,30,34,1,0,0,1,0,0,0,4,0,0
2000-2009,48,0,0,0,1,0,3,21,27,25,0,0,0,0,0,0,1,4,0,4
2010-2019,21,0,0,0,0,1,0,5,8,12,0,0,0,0,0,0,0,2,0,0
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,1915,2,0,0,1,3,69,890,966,993,2,0,1,2,0,21,2,247,4,47
