,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,,,,,,,,,,,,,,,,,,,,
1960-1969,0.0,0.038,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.269,0.077,0.192,0.0,0.0,0.385,0.0,0.0,0.0,0.0
1970-1979,0.0,0.027,0.0,0.009,0.0,0.0,0.005,0.005,0.0,0.0,0.168,0.373,0.173,0.0,0.0,0.236,0.0,0.005,0.0,0.0
1980-1989,0.0,0.052,0.0,0.019,0.0,0.0,0.013,0.0,0.0,0.0,0.195,0.377,0.182,0.0,0.006,0.156,0.0,0.0,0.0,0.0
1990-1999,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.315,0.225,0.0,0.0,0.225,0.0,0.0,0.0,0.0
2000-2009,0.0,0.049,0.0,0.024,0.0,0.0,0.024,0.0,0.0,0.0,0.293,0.293,0.207,0.0,0.0,0.11,0.0,0.0,0.0,0.0
2010-2019,0.0,0.062,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.312,0.25,0.0,0.0,0.188,0.0,0.0,0.0,0.0
2020-2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.0,0.036,0.0,0.012,0.0,0.0,0.011,0.001,0.0,0.0,0.185,0.392,0.176,0.0,0.001,0.186,0.0,0.001,0.0,0.0
