,0,1,2,3,4,5,6,7,8,9
1920-1929,0.165,0.02,0.189,0.044,0.118,0.098,0.02,0.104,0.148,0.094
1930-1939,0.148,0.015,0.237,0.08,0.086,0.109,0.027,0.071,0.163,0.065
1940-1949,0.167,0.033,0.0,0.133,0.0,0.0,0.0,0.0,0.667,0.0
1950-1959,0.117,0.058,0.215,0.043,0.034,0.105,0.034,0.062,0.228,0.105
1960-1969,0.063,0.051,0.139,0.082,0.087,0.099,0.048,0.079,0.259,0.094
1970-1979,0.094,0.059,0.113,0.111,0.123,0.109,0.046,0.086,0.136,0.125
1980-1989,0.109,0.067,0.103,0.115,0.133,0.113,0.058,0.096,0.089,0.117
1990-1999,0.095,0.094,0.108,0.093,0.092,0.108,0.101,0.131,0.075,0.102
2000-2009,0.083,0.131,0.092,0.086,0.058,0.083,0.152,0.164,0.057,0.092
2010-2019,0.089,0.176,0.078,0.084,0.052,0.077,0.19,0.138,0.041,0.074
2020-2029,0.076,0.138,0.1,0.072,0.067,0.1,0.189,0.134,0.045,0.078
Total,0.11,0.077,0.125,0.086,0.077,0.091,0.079,0.097,0.173,0.086
