,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.016,0.005,0.004,0.001,0.002,0.027,0.005,0.0,0.17,0.001,0.02,0.0,0.027,0.0,0.003,0.389,0.111,0.002,0.215,0.001
1930-1939,0.017,0.005,0.005,0.0,0.001,0.019,0.005,0.001,0.314,0.001,0.055,0.0,0.014,0.004,0.0,0.272,0.107,0.005,0.176,0.001
1940-1949,0.02,0.007,0.013,0.001,0.01,0.017,0.017,0.011,0.269,0.002,0.096,0.001,0.023,0.015,0.006,0.256,0.093,0.005,0.137,0.001
1950-1959,0.053,0.006,0.024,0.0,0.012,0.033,0.028,0.019,0.161,0.004,0.121,0.002,0.033,0.017,0.0,0.185,0.154,0.006,0.135,0.006
1960-1969,0.096,0.013,0.067,0.01,0.046,0.019,0.04,0.042,0.072,0.019,0.076,0.013,0.064,0.018,0.031,0.12,0.128,0.021,0.094,0.009
1970-1979,0.058,0.037,0.121,0.019,0.101,0.012,0.073,0.083,0.03,0.036,0.048,0.027,0.072,0.023,0.05,0.045,0.049,0.051,0.042,0.025
1980-1989,0.044,0.038,0.097,0.032,0.162,0.01,0.057,0.091,0.024,0.053,0.054,0.017,0.057,0.021,0.076,0.038,0.029,0.043,0.022,0.036
1990-1999,0.026,0.045,0.052,0.036,0.234,0.004,0.07,0.097,0.009,0.064,0.015,0.037,0.054,0.027,0.057,0.018,0.023,0.067,0.015,0.049
2000-2009,0.022,0.045,0.03,0.072,0.293,0.002,0.046,0.043,0.004,0.129,0.008,0.032,0.033,0.022,0.053,0.02,0.018,0.052,0.01,0.068
2010-2019,0.013,0.06,0.028,0.071,0.275,0.002,0.046,0.049,0.005,0.167,0.006,0.024,0.035,0.017,0.061,0.009,0.004,0.042,0.006,0.08
2020-2029,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Total,0.033,0.024,0.04,0.04,0.121,0.013,0.053,0.04,0.096,0.043,0.045,0.014,0.056,0.015,0.031,0.123,0.065,0.027,0.077,0.043
