,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.03,0.004,0.011,0.004,0.004,0.027,0.008,0.011,0.114,0.0,0.004,0.0,0.019,0.0,0.0,0.447,0.106,0.0,0.212,0.0
1930-1939,0.028,0.0,0.007,0.007,0.007,0.042,0.007,0.0,0.278,0.0,0.062,0.0,0.014,0.0,0.0,0.285,0.056,0.0,0.208,0.0
1940-1949,0.022,0.013,0.025,0.002,0.012,0.013,0.027,0.023,0.206,0.005,0.091,0.002,0.034,0.007,0.005,0.25,0.106,0.008,0.139,0.01
1950-1959,0.055,0.016,0.02,0.001,0.006,0.02,0.028,0.012,0.14,0.004,0.103,0.0,0.025,0.015,0.005,0.239,0.154,0.01,0.144,0.002
1960-1969,0.075,0.031,0.082,0.007,0.04,0.016,0.054,0.034,0.071,0.011,0.082,0.01,0.053,0.03,0.029,0.131,0.098,0.025,0.111,0.01
1970-1979,0.063,0.04,0.117,0.018,0.106,0.007,0.053,0.083,0.029,0.035,0.052,0.021,0.083,0.018,0.047,0.062,0.053,0.039,0.045,0.03
1980-1989,0.047,0.04,0.081,0.038,0.165,0.008,0.054,0.097,0.01,0.057,0.019,0.025,0.062,0.025,0.074,0.035,0.03,0.057,0.024,0.052
1990-1999,0.046,0.048,0.039,0.029,0.204,0.005,0.065,0.075,0.006,0.083,0.014,0.042,0.048,0.033,0.096,0.018,0.036,0.059,0.018,0.036
2000-2009,0.034,0.054,0.027,0.046,0.265,0.001,0.051,0.049,0.006,0.133,0.013,0.04,0.043,0.032,0.072,0.005,0.01,0.046,0.009,0.063
2010-2019,0.01,0.045,0.016,0.045,0.259,0.0,0.047,0.07,0.008,0.128,0.016,0.035,0.031,0.029,0.093,0.008,0.012,0.051,0.006,0.088
2020-2029,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.222,0.0,0.111,0.222,0.0,0.111
Total,0.037,0.026,0.039,0.018,0.107,0.013,0.036,0.041,0.079,0.062,0.042,0.016,0.037,0.017,0.058,0.135,0.07,0.047,0.083,0.037
