,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,1,118,30,56,28,0,3,3,1,2,5,0,0,8,0,1,1,0,0,7
1930-1939,1,41,40,30,8,0,0,1,9,1,2,0,0,4,0,0,1,0,0,6
1940-1949,7,149,123,83,63,3,14,15,54,16,20,3,5,13,6,8,1,4,1,8
1950-1959,8,305,179,184,197,5,15,26,132,36,32,6,13,70,3,20,1,19,0,26
1960-1969,64,208,113,176,156,18,54,131,131,86,84,46,39,120,16,49,11,47,16,25
1970-1979,174,102,47,74,88,57,136,192,85,88,136,78,65,104,50,66,30,30,34,12
1980-1989,233,50,14,34,42,81,137,115,27,77,87,104,80,67,73,56,54,35,36,12
1990-1999,200,18,6,18,35,81,73,38,14,64,47,94,58,45,35,47,28,32,41,5
2000-2009,297,6,7,10,11,149,55,30,14,57,48,81,52,38,70,60,52,36,45,1
2010-2019,126,4,4,3,6,62,34,8,8,23,15,45,25,5,43,22,22,14,17,0
2020-2029,1,0,0,0,1,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0
Total,1112,1001,563,668,635,458,521,559,475,450,476,459,339,474,297,329,201,217,190,102
