,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.004,0.387,0.23,0.194,0.095,0.0,0.002,0.006,0.013,0.004,0.018,0.001,0.001,0.016,0.001,0.009,0.0,0.002,0.0,0.016
1930-1939,0.001,0.304,0.3,0.182,0.094,0.0,0.001,0.005,0.039,0.007,0.017,0.0,0.002,0.019,0.002,0.004,0.0,0.0,0.0,0.024
1940-1949,0.012,0.281,0.204,0.151,0.113,0.007,0.017,0.013,0.073,0.025,0.028,0.007,0.006,0.023,0.004,0.008,0.001,0.014,0.001,0.015
1950-1959,0.01,0.183,0.168,0.147,0.14,0.005,0.009,0.023,0.142,0.026,0.04,0.005,0.004,0.037,0.005,0.011,0.002,0.016,0.0,0.026
1960-1969,0.043,0.141,0.079,0.106,0.103,0.013,0.035,0.06,0.101,0.037,0.053,0.03,0.023,0.074,0.007,0.032,0.007,0.025,0.019,0.012
1970-1979,0.11,0.066,0.026,0.059,0.057,0.031,0.076,0.102,0.042,0.065,0.057,0.058,0.038,0.054,0.022,0.034,0.025,0.035,0.032,0.011
1980-1989,0.147,0.041,0.013,0.025,0.035,0.041,0.115,0.074,0.068,0.067,0.047,0.06,0.053,0.053,0.031,0.04,0.034,0.021,0.026,0.007
1990-1999,0.218,0.015,0.008,0.009,0.017,0.098,0.088,0.044,0.017,0.057,0.066,0.055,0.067,0.035,0.058,0.045,0.037,0.023,0.039,0.005
2000-2009,0.275,0.012,0.006,0.008,0.01,0.121,0.065,0.04,0.015,0.049,0.038,0.061,0.045,0.024,0.062,0.05,0.067,0.024,0.027,0.002
2010-2019,0.263,0.01,0.01,0.003,0.007,0.172,0.069,0.028,0.017,0.044,0.036,0.064,0.027,0.011,0.069,0.059,0.055,0.021,0.032,0.002
2020-2029,0.37,0.0,0.0,0.0,0.0,0.222,0.037,0.0,0.0,0.074,0.0,0.037,0.0,0.0,0.111,0.0,0.111,0.037,0.0,0.0
Total,0.132,0.131,0.095,0.08,0.061,0.065,0.047,0.036,0.048,0.042,0.036,0.034,0.024,0.031,0.034,0.027,0.031,0.02,0.016,0.011
