,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,,,,,,,,,,,,,,,,,,,,
1960-1969,0.069,0.02,0.119,0.02,0.05,0.01,0.03,0.089,0.04,0.03,0.069,0.04,0.05,0.01,0.059,0.089,0.079,0.05,0.079,0.0
1970-1979,0.033,0.036,0.133,0.018,0.102,0.007,0.073,0.084,0.025,0.031,0.052,0.014,0.07,0.036,0.061,0.058,0.041,0.043,0.053,0.03
1980-1989,0.066,0.037,0.096,0.047,0.146,0.005,0.067,0.092,0.01,0.058,0.034,0.025,0.042,0.036,0.062,0.029,0.035,0.044,0.022,0.045
1990-1999,0.029,0.04,0.044,0.032,0.222,0.003,0.058,0.102,0.019,0.068,0.024,0.028,0.053,0.034,0.079,0.016,0.019,0.07,0.011,0.049
2000-2009,0.02,0.047,0.031,0.045,0.258,0.003,0.057,0.075,0.008,0.126,0.006,0.031,0.05,0.03,0.058,0.015,0.009,0.032,0.007,0.09
2010-2019,0.022,0.054,0.033,0.065,0.273,0.0,0.037,0.051,0.01,0.127,0.018,0.024,0.048,0.029,0.076,0.009,0.009,0.025,0.003,0.088
2020-2029,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
Total,0.034,0.048,0.079,0.047,0.179,0.004,0.046,0.07,0.016,0.106,0.029,0.023,0.045,0.025,0.057,0.045,0.027,0.038,0.025,0.057
