,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,47,40,30,22,0,0,0,6,1,2,0,1,2,0,0,0,1,0,3
1930-1939,0,102,71,61,28,0,1,2,17,2,5,0,2,5,1,3,0,0,0,5
1940-1949,4,109,123,66,59,1,2,3,48,8,9,0,1,14,3,3,0,4,0,14
1950-1959,2,99,71,70,77,3,2,11,73,17,14,4,4,27,0,4,1,7,2,12
1960-1969,33,134,73,111,98,18,34,81,107,50,53,25,19,71,13,21,11,23,11,16
1970-1979,136,84,24,72,82,50,105,168,92,75,92,82,73,76,40,47,30,34,43,10
1980-1989,223,47,14,32,36,79,138,152,81,106,90,82,80,74,60,69,55,37,29,10
1990-1999,188,21,10,18,19,81,98,49,13,64,50,52,71,28,58,39,39,26,31,2
2000-2009,241,16,8,9,8,93,46,21,8,31,31,48,44,19,58,50,51,24,23,1
2010-2019,136,7,6,1,1,77,34,18,9,27,24,39,20,12,37,49,22,11,15,0
2020-2029,2,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,2,0,0
Total,965,666,440,470,430,403,462,505,454,381,370,332,315,328,272,286,209,169,154,73
