,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,4,346,206,173,85,0,2,5,12,4,16,1,1,14,1,8,0,2,0,14
1930-1939,1,368,364,220,114,0,1,6,47,9,20,0,3,23,2,5,0,0,0,29
1940-1949,12,287,208,154,115,7,17,13,75,26,29,7,6,23,4,8,1,14,1,15
1950-1959,11,207,190,166,159,6,10,26,161,30,45,6,5,42,6,13,2,18,0,30
1960-1969,70,229,128,172,167,21,57,97,164,60,85,48,37,120,11,52,11,41,30,19
1970-1979,210,126,50,112,108,59,144,195,80,123,109,111,72,102,42,65,47,67,61,21
1980-1989,266,74,24,45,64,75,208,135,124,122,86,108,97,97,56,73,62,38,48,12
1990-1999,377,26,13,16,30,169,153,77,30,99,115,95,116,60,100,78,64,39,68,8
2000-2009,396,18,8,11,15,174,93,58,21,71,55,88,65,34,89,72,96,34,39,3
2010-2019,326,12,13,4,9,213,86,35,21,55,45,79,33,14,85,73,68,26,40,2
2020-2029,10,0,0,0,0,6,1,0,0,2,0,1,0,0,3,0,3,1,0,0
Total,1683,1693,1204,1073,866,730,772,647,735,601,605,544,435,529,399,447,354,280,287,153
