,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950-1959,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960-1969,0.116,0.105,0.073,0.0,0.0,0.0,0.058,0.039,0.058,0.121,0.0,0.0,0.0,0.004,0.0,0.095,0.044,0.001,0.029,0.0,0.028,0.039,0.015,0.0,0.0,0.011,0.031,0.0,0.0,0.003,0.021,0.0,0.0,0.02,0.0,0.016,0.0,0.005,0.049,0.0,0.0,0.01,0.0,0.0,0.0,0.006,0.0,0.004,0.0,0.0
1970-1979,0.094,0.124,0.085,0.0,0.001,0.0,0.067,0.052,0.059,0.085,0.0,0.0,0.005,0.009,0.0,0.035,0.05,0.003,0.044,0.004,0.04,0.041,0.043,0.001,0.0,0.001,0.028,0.0,0.0,0.003,0.03,0.0,0.0,0.026,0.0,0.023,0.0,0.007,0.007,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.003,0.001,0.0
1980-1989,0.1,0.095,0.081,0.0,0.013,0.0,0.069,0.066,0.091,0.057,0.0,0.0,0.006,0.011,0.0,0.025,0.037,0.005,0.062,0.014,0.048,0.043,0.032,0.002,0.001,0.002,0.019,0.0,0.0,0.003,0.027,0.0,0.008,0.029,0.0,0.02,0.002,0.004,0.005,0.0,0.0,0.014,0.0,0.004,0.0,0.002,0.0,0.001,0.001,0.001
1990-1999,0.076,0.082,0.073,0.0,0.03,0.0,0.081,0.043,0.069,0.051,0.0,0.0,0.012,0.054,0.0,0.024,0.036,0.021,0.041,0.051,0.027,0.024,0.038,0.002,0.0,0.004,0.018,0.001,0.0,0.024,0.026,0.0,0.02,0.02,0.0,0.024,0.0,0.016,0.001,0.0,0.0,0.004,0.0,0.0,0.0,0.003,0.0,0.004,0.0,0.001
2000-2009,0.0,0.0,0.0,0.0,0.056,0.0,0.097,0.005,0.051,0.014,0.0,0.0,0.106,0.176,0.0,0.009,0.0,0.037,0.005,0.139,0.005,0.0,0.074,0.009,0.0,0.005,0.009,0.0,0.0,0.083,0.005,0.0,0.042,0.0,0.0,0.023,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005
2010-2019,0.0,0.0,0.0,0.0,0.018,0.0,0.018,0.0,0.07,0.0,0.0,0.0,0.105,0.14,0.0,0.035,0.0,0.105,0.0,0.07,0.0,0.0,0.018,0.018,0.0,0.018,0.018,0.0,0.0,0.105,0.035,0.0,0.105,0.035,0.0,0.018,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0
2020-2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,0.055,0.094,0.044,0.0,0.017,0.0,0.056,0.065,0.057,0.083,0.0,0.0,0.034,0.056,0.0,0.032,0.024,0.025,0.026,0.04,0.021,0.021,0.067,0.004,0.0,0.006,0.018,0.0,0.0,0.032,0.021,0.0,0.025,0.019,0.0,0.018,0.0,0.015,0.009,0.0,0.0,0.007,0.0,0.001,0.0,0.003,0.0,0.007,0.0,0.001
