,0,1,2,3,4
1920-1929,0,0,0,0,4
1930-1939,0,3,0,1,0
1940-1949,0,0,0,0,0
1950-1959,0,1,0,0,4
1960-1969,7,90,8,11,31
1970-1979,23,42,13,7,23
1980-1989,71,54,27,28,56
1990-1999,230,65,58,55,169
2000-2009,399,18,81,26,205
2010-2019,659,18,107,27,190
2020-2029,18,1,6,1,6
Total,1407,292,300,156,688
